,availibility,date,listing_id,rate
89,True,2016-07-15,5396686,108.0
90,True,2016-07-16,5396686,110.0
91,True,2016-07-17,5396686,99.0
92,False,2016-07-18,5396686,115.0
93,False,2016-07-19,5396686,115.0
94,False,2016-07-20,5396686,115.0
95,False,2016-07-21,5396686,115.0
96,False,2016-07-22,5396686,145.0
97,False,2016-07-23,5396686,145.0
98,False,2016-07-24,5396686,115.0
99,False,2016-07-25,5396686,115.0
100,False,2016-07-26,5396686,115.0
101,False,2016-07-27,5396686,105.0
102,False,2016-07-28,5396686,115.0
103,False,2016-07-29,5396686,118.0
104,False,2016-07-30,5396686,118.0
105,False,2016-07-31,5396686,115.0
106,False,2016-08-01,5396686,115.0
107,False,2016-08-02,5396686,115.0
108,False,2016-08-03,5396686,115.0
109,False,2016-08-04,5396686,115.0
110,False,2016-08-05,5396686,118.0
111,False,2016-08-06,5396686,118.0
112,True,2016-05-01,4358898,125.0
113,True,2016-05-02,4358898,125.0
114,True,2016-05-03,4358898,125.0
115,True,2016-05-04,4358898,125.0
116,True,2016-05-05,4358898,125.0
117,True,2016-05-06,4358898,150.0
118,False,2016-05-07,4358898,150.0
119,False,2016-05-08,4358898,125.0
120,False,2016-05-09,4358898,125.0
121,False,2016-05-10,4358898,125.0
122,True,2016-05-11,4358898,125.0
123,True,2016-05-12,4358898,125.0
124,False,2016-05-13,4358898,150.0
125,False,2016-05-14,4358898,150.0
126,False,2016-05-15,4358898,125.0
127,False,2016-05-16,4358898,125.0
128,False,2016-05-17,4358898,125.0
129,False,2016-05-18,4358898,125.0
130,False,2016-05-19,4358898,125.0
131,False,2016-05-20,4358898,150.0
132,False,2016-05-21,4358898,150.0
133,False,2016-05-22,4358898,125.0
134,False,2016-05-23,4358898,125.0
135,False,2016-05-24,4358898,125.0
136,False,2016-05-25,4358898,125.0
137,True,2016-05-26,4358898,125.0
138,False,2016-05-27,4358898,150.0
139,False,2016-05-28,4358898,150.0
140,False,2016-05-29,4358898,125.0
141,False,2016-05-30,4358898,125.0
142,False,2016-05-31,4358898,125.0
143,False,2016-06-01,4358898,125.0
144,False,2016-06-02,4358898,125.0
145,False,2016-06-03,4358898,150.0
146,False,2016-06-04,4358898,150.0
147,False,2016-05-29,4358898,125.0
148,False,2016-05-30,4358898,125.0
149,False,2016-05-31,4358898,125.0
150,False,2016-06-01,4358898,125.0
151,False,2016-06-02,4358898,125.0
152,False,2016-06-03,4358898,150.0
153,False,2016-06-04,4358898,150.0
154,False,2016-06-05,4358898,125.0
155,True,2016-06-06,4358898,125.0
156,True,2016-06-07,4358898,125.0
157,True,2016-06-08,4358898,125.0
158,True,2016-06-09,4358898,125.0
159,False,2016-06-10,4358898,150.0
160,False,2016-06-11,4358898,150.0
161,False,2016-06-12,4358898,125.0
162,False,2016-06-13,4358898,125.0
163,False,2016-06-14,4358898,125.0
164,True,2016-06-15,4358898,125.0
165,True,2016-06-16,4358898,125.0
166,False,2016-06-17,4358898,150.0
