beds,can_instant_book,guests,host_id,latitude,listing_id,longitude,rate,reviews_count,room_type,star_rating
2,False,4,12847521,37.78852757474701,13574757,-122.39081739058363,237,0,Entire home/apt,0.0
3,False,4,78445140,37.751351879702064,13623892,-122.492310595194,180,0,Entire home/apt,0.0
2,False,4,49207248,37.78631406091425,9493932,-122.44021864529908,175,37,Entire home/apt,5.0
2,True,4,3675617,37.76369466514492,713877,-122.45303727508765,165,248,Entire home/apt,4.5
2,False,4,49716827,37.74936681137381,9608262,-122.42508697003694,188,11,Entire home/apt,4.5
2,True,4,23752034,37.77183313153258,9977811,-122.50180704224452,150,4,Entire home/apt,5.0
2,False,4,8290605,37.773339033314656,8651483,-122.42245525744443,495,5,Entire home/apt,5.0
2,False,4,1094844,37.755043648132755,9821284,-122.40888924629014,257,5,Entire home/apt,5.0
2,True,4,5101368,37.7295338739166,11642774,-122.37097110115553,129,0,Entire home/apt,0.0
2,True,4,38787416,37.762105442187355,7478631,-122.45201657617436,165,63,Entire home/apt,4.5
2,False,4,23852998,37.77392204444223,8456859,-122.50925050174969,160,44,Entire home/apt,5.0
2,True,4,54006915,37.7941456942381,12948306,-122.42534959816749,415,11,Entire home/apt,5.0
2,False,4,1155340,37.772185828513436,8472666,-122.41672221479028,200,6,Entire home/apt,4.5
3,True,4,6954280,37.78454795220815,1687330,-122.47520430103457,190,33,Entire home/apt,5.0
3,False,4,49959465,37.75518453907335,10119316,-122.43575013252713,265,51,Entire home/apt,5.0
2,False,4,8749573,37.78009507530683,9531201,-122.40534765739481,250,5,Entire home/apt,5.0
2,False,4,56742312,37.79574336763301,10943035,-122.41349792946053,188,7,Entire home/apt,5.0
3,False,4,58586591,37.767297946335454,13590516,-122.44876128504316,434,0,Entire home/apt,0.0
2,True,4,73614199,37.76268997176873,13652344,-122.40088544001921,195,0,Entire home/apt,0.0
2,False,4,55952440,37.777511132820024,10808224,-122.43786454168472,195,4,Entire home/apt,5.0
1,True,4,2503390,37.77752018080136,2648748,-122.42501329098066,180,0,Entire home/apt,0.0
2,False,4,43139695,37.7687002724689,11070395,-122.43040088861656,280,7,Entire home/apt,4.5
1,False,4,3383765,37.75617918335374,10745423,-122.4059861116921,220,4,Entire home/apt,5.0
3,False,4,41190422,37.77615199382701,7823272,-122.50717312834112,145,31,Entire home/apt,5.0
2,False,4,10786181,37.71914331562983,13443665,-122.4512763679278,195,0,Entire home/apt,0.0
3,False,4,1632648,37.77218027918793,845132,-122.43143632104776,335,38,Entire home/apt,5.0
2,False,4,16968890,37.764515039363566,5505643,-122.42717682950155,300,7,Entire home/apt,5.0
4,False,4,41281690,37.74340913480361,12343600,-122.4131749413244,225,4,Entire home/apt,4.5
2,False,4,58316,37.733096132741885,7345468,-122.43261338132851,150,2,Entire home/apt,0.0
2,False,4,42619100,37.730430347446394,8130665,-122.44383239531507,316,46,Entire home/apt,5.0
1,True,4,2279287,37.73710348480289,12853597,-122.41209602515322,137,5,Entire home/apt,5.0
2,False,4,5214776,37.74019341368586,11390565,-122.4136537927652,145,4,Entire home/apt,5.0
2,False,4,8217087,37.77354050229166,10390390,-122.4329118354707,275,7,Entire home/apt,5.0
4,False,4,5335319,37.782299956851844,11868448,-122.44045856635015,239,2,Entire home/apt,0.0
3,True,4,42509574,37.772186286511214,12590307,-122.41112930829094,150,2,Entire home/apt,0.0
2,False,4,48696913,37.776110421922105,9387457,-122.42447045656375,250,2,Entire home/apt,0.0
3,False,4,57321179,37.775405532117645,11119969,-122.41284773687025,200,12,Entire home/apt,4.5
2,False,4,36438821,37.76013517224792,8053887,-122.44733426724474,200,53,Entire home/apt,5.0
2,False,4,1211180,37.76388505795567,9090641,-122.44410994978892,220,1,Entire home/apt,0.0
2,False,4,13635803,37.773037341798826,12524896,-122.43199882934303,220,7,Entire home/apt,5.0
2,False,4,2501567,37.71846884869995,2119773,-122.45181280070824,200,101,Entire home/apt,5.0
5,False,4,7479539,37.78267645429306,7650100,-122.48819260470778,299,27,Entire home/apt,4.5
2,False,4,55198843,37.80602015527501,13224465,-122.42084020950092,225,0,Entire home/apt,0.0
2,False,4,30803768,37.76666090056825,5932682,-122.42249764923886,210,54,Entire home/apt,5.0
3,False,4,997788,37.754697847252906,2876562,-122.43657572948443,175,154,Entire home/apt,5.0
2,True,4,45605628,37.798135741023884,12784778,-122.4278154355192,173,3,Entire home/apt,5.0
2,True,4,9095946,37.747327851612425,1725853,-122.4895150244504,169,200,Entire home/apt,5.0
3,False,4,29739760,37.753157465248776,6924208,-122.40511282792562,195,2,Entire home/apt,0.0
2,False,4,1775917,37.78927050011974,1868880,-122.4340669859945,395,45,Entire home/apt,5.0
3,False,4,6167267,37.75112586456496,13282475,-122.42306469440854,150,1,Entire home/apt,0.0
4,False,4,11919839,37.76204574066321,7134576,-122.46934859419383,380,19,Entire home/apt,5.0
4,False,4,974441,37.74099522238847,10526173,-122.41192290291613,195,11,Entire home/apt,5.0
3,True,4,1867997,37.77759183509758,7278586,-122.4335479316802,345,64,Entire home/apt,5.0
2,False,4,13466569,37.75388899441729,2628957,-122.4496971531676,225,127,Entire home/apt,5.0
1,False,4,428807,37.77593419775169,11625548,-122.44469709864718,200,5,Entire home/apt,4.5
1,False,4,2709960,37.775453530640426,9797994,-122.43262022875972,150,3,Entire home/apt,4.5
5,False,4,1656069,37.78118058025808,7344289,-122.46633340770148,300,87,Entire home/apt,5.0
5,False,4,8286990,37.773732148667904,1556680,-122.49964125219617,182,125,Entire home/apt,5.0
3,True,4,547722,37.776997657428225,11260839,-122.41188938949159,170,27,Entire home/apt,4.0
1,True,4,181317,37.77572545096308,1850609,-122.41335941012265,163,24,Entire home/apt,4.5
1,False,4,9880756,37.74201030819127,9075255,-122.42820047088168,189,23,Entire home/apt,5.0
2,False,4,288562,37.76225854744861,13057920,-122.46719026014668,180,1,Entire home/apt,0.0
2,False,4,2641561,37.75347337119139,7309656,-122.41939566210621,245,11,Entire home/apt,4.5
4,False,4,1110789,37.78083641745867,275464,-122.44108589732295,135,50,Entire home/apt,5.0
