beds,can_instant_book,counter,guests,host_id,latitude,listing_id,longitude,page,rate,reviews_count,room_type,star_rating
2,False,1,4,3626574,30.245894426663313,5094445,-97.74557328677649,1,377,118,Entire home/apt,5.0
3,True,2,4,28627278,30.3077136754186,7730776,-97.91921638987559,1,251,26,Entire home/apt,5.0
2,True,3,4,44664003,30.244296163892898,13571814,-97.77446858061145,1,85,3,Entire home/apt,5.0
3,True,4,4,5530934,30.273597544140046,9234951,-97.72086062239147,1,109,52,Entire home/apt,4.5
2,False,5,4,1232812,30.256100873711784,1703216,-97.76680625073973,1,205,84,Entire home/apt,5.0
2,False,6,4,3600437,30.33496454876549,716119,-97.6511486273387,1,149,101,Entire home/apt,5.0
2,False,7,4,19929344,30.282299875220023,11066765,-97.75794265804478,1,170,23,Entire home/apt,5.0
1,True,8,4,67624660,30.324830510962713,12490679,-97.9570067485386,1,99,8,Entire home/apt,5.0
2,False,9,4,5549451,30.262562609532896,1264454,-97.80624564098626,1,115,39,Entire home/apt,5.0
2,False,10,4,5150771,30.260926909362656,5510293,-97.7616994288748,1,209,92,Entire home/apt,5.0
3,False,11,4,68532899,30.247215582275565,12622967,-97.73708309026433,1,160,10,Entire home/apt,4.5
2,False,12,4,3529258,30.259784694123542,1420997,-97.75171526942692,1,175,58,Entire home/apt,5.0
2,True,13,4,28212715,30.26416154027472,5438705,-97.74135106930548,1,199,77,Entire home/apt,5.0
3,False,14,4,1710742,30.266132873902517,1776078,-97.74099020373427,1,170,51,Entire home/apt,5.0
2,True,15,4,28304366,30.33333282663358,5457288,-97.7367752108877,1,160,49,Entire home/apt,5.0
2,True,16,4,5381028,30.273943952790912,5396676,-97.73043147530808,1,214,53,Entire home/apt,5.0
3,True,17,4,9328324,30.320191790446586,4198303,-97.68427168934373,1,79,82,Entire home/apt,5.0
2,False,18,4,69230070,30.266261847294043,12732180,-97.78419977747123,1,99,2,Entire home/apt,0.0
1,True,1,4,67624660,30.324830510962713,12490679,-97.9570067485386,2,99,8,Entire home/apt,5.0
3,True,2,4,41856779,30.267998628280186,10850697,-97.74955993444794,2,145,18,Entire home/apt,4.5
5,True,3,4,9720111,30.26430014601005,12427303,-97.74083501500978,2,175,3,Entire home/apt,4.5
3,False,4,4,2192271,30.229508408035905,12191405,-97.77178531462451,2,109,2,Entire home/apt,0.0
2,False,5,4,19929344,30.282299875220023,11066765,-97.75794265804478,2,170,23,Entire home/apt,5.0
3,True,6,4,28627278,30.3077136754186,7730776,-97.91921638987559,2,251,26,Entire home/apt,5.0
3,False,7,4,12622385,30.30989972353196,13788584,-97.68577510511251,2,199,1,Entire home/apt,0.0
2,True,8,4,47563026,30.268538968082936,11227350,-97.75276448088226,2,400,19,Entire home/apt,5.0
2,False,9,4,1654178,30.26778231698989,323733,-97.74562785704083,2,199,154,Entire home/apt,5.0
3,False,10,4,15782486,30.26788622712257,4194853,-97.7422604306754,2,229,24,Entire home/apt,4.5
2,True,11,4,58894036,30.26543687392258,11277504,-97.73297719831152,2,300,13,Entire home/apt,5.0
2,False,12,4,1366664,30.26659117829543,347736,-97.73297556505858,2,149,184,Entire home/apt,5.0
2,True,13,4,28369509,30.265470605343378,8968150,-97.7409005726452,2,185,21,Entire home/apt,4.5
11,True,14,4,50060740,30.21737365885785,9693101,-98.01377337435578,2,650,5,Entire home/apt,5.0
1,True,15,4,2072534,30.272587681518115,6499425,-97.75498553773795,2,99,57,Entire home/apt,5.0
2,False,16,4,4150951,30.23735341681838,1717328,-97.75857547379428,2,165,61,Entire home/apt,5.0
2,False,17,4,28396179,30.257843045885096,5475507,-97.75479765563877,2,129,34,Entire home/apt,5.0
2,True,18,4,5381028,30.273943952790912,5396676,-97.73043147530808,2,214,53,Entire home/apt,5.0
2,False,1,4,7686000,30.227004326594987,8221708,-97.73877905553807,3,200,5,Entire home/apt,5.0
3,False,2,4,3389824,30.269930719258213,961883,-97.74357601851088,3,189,134,Entire home/apt,4.5
3,False,3,4,33580494,30.235530110029856,6611101,-97.76278908811499,3,248,61,Entire home/apt,5.0
2,False,4,4,59043080,30.26615570312047,11298009,-97.73920272784659,3,350,5,Entire home/apt,5.0
2,True,5,4,21661527,30.23783992514067,4196826,-97.75778406167042,3,125,160,Entire home/apt,4.5
1,False,6,4,3867072,30.25635375381742,10426783,-97.75481412005603,3,125,23,Entire home/apt,5.0
3,False,7,4,15782486,30.26788622712257,4194853,-97.7422604306754,3,229,24,Entire home/apt,4.5
2,False,8,4,5150771,30.260926909362656,5510293,-97.7616994288748,3,209,92,Entire home/apt,5.0
