beds,can_instant_book,guests,host_id,latitude,listing_id,longitude,rate,reviews_count,room_type,star_rating
2,False,4,76860946,30.399127636665128,13453495,-97.72185596289043,105,2,Entire home/apt,0.0
2,False,4,8428581,30.248294359161108,1704436,-97.74655741233293,165,32,Entire home/apt,5.0
2,False,4,486482,30.253975147805246,10191390,-97.71460093480597,200,6,Entire home/apt,4.5
5,False,4,979144,30.323160583394305,10540208,-97.78886648600466,400,5,Entire home/apt,5.0
1,True,4,3432323,30.278484290526357,6539818,-97.7433284711807,125,42,Entire home/apt,5.0
3,False,4,33580494,30.235530110029856,6611101,-97.76278908811499,248,60,Entire home/apt,5.0
8,False,4,3820555,30.27069850639829,733203,-97.72865329186206,1000,87,Entire home/apt,5.0
2,False,4,183396,30.275774696911746,4759081,-97.75464879065507,130,49,Entire home/apt,5.0
1,False,4,1733143,30.272134136094778,576243,-97.72568098892668,113,220,Entire home/apt,5.0
1,False,4,23393057,30.26238032214638,11211179,-97.77606012499018,176,16,Entire home/apt,5.0
4,True,4,21883701,30.26344508623023,4216636,-97.76679212392204,499,27,Entire home/apt,4.5
3,False,4,12628034,30.308670938170856,5020354,-97.70188533558937,185,43,Entire home/apt,5.0
4,False,4,19382723,30.264765053382828,3779054,-97.71663974816553,265,7,Entire home/apt,5.0
3,False,4,9872958,30.24554306010905,6234498,-97.74790754973972,225,12,Entire home/apt,5.0
1,False,4,17120177,30.233668966727457,4235007,-97.78743282118275,224,18,Entire home/apt,4.5
1,False,4,1735494,30.25185066521402,342039,-97.73104469702398,160,154,Entire home/apt,5.0
4,False,4,4641823,30.266143370077145,1402938,-97.74269807680852,172,101,Entire home/apt,4.5
2,False,4,7686000,30.227004326594987,8221708,-97.73877905553807,150,5,Entire home/apt,5.0
1,False,4,3978290,30.267855100923295,5221781,-97.74986542739117,115,1,Entire home/apt,0.0
4,False,4,42412174,30.315571628887223,8032556,-97.74477207696835,258,26,Entire home/apt,5.0
3,False,4,27842555,30.265473110822285,5371233,-97.74081694519151,354,12,Entire home/apt,5.0
2,True,4,28369509,30.265470605343378,8968150,-97.7409005726452,185,21,Entire home/apt,4.5
3,False,4,274880,30.24253006558167,4156129,-97.73178513897325,125,25,Entire home/apt,5.0
2,False,4,12620172,30.35833821540893,4892181,-97.85250471930075,165,70,Entire home/apt,4.5
1,True,4,56140116,30.250581997251725,10839673,-97.75323557742568,75,10,Entire home/apt,5.0
3,False,4,5197589,30.29492183564017,8116239,-97.71412392242961,127,63,Entire home/apt,5.0
2,True,4,7850568,30.24690061995003,4279491,-97.72128689115969,120,48,Entire home/apt,4.5
2,False,4,1404731,30.260936415769002,12016436,-97.73177860017067,197,19,Entire home/apt,5.0
5,False,4,15782486,30.2666875666022,7825977,-97.74208620811193,344,9,Entire home/apt,5.0
4,True,4,16047277,30.273829785940205,3988298,-97.75630164718305,119,108,Entire home/apt,4.5
2,False,4,1366664,30.26659117829543,347736,-97.73297556505858,149,182,Entire home/apt,5.0
4,True,4,670910,30.257927220170657,191719,-97.75974547003065,276,75,Entire home/apt,5.0
4,True,4,25366426,30.236435190573268,9383208,-97.7835404909134,117,82,Entire home/apt,5.0
2,True,4,4509783,30.266305351861057,1712042,-97.72107220228813,145,62,Entire home/apt,5.0
2,False,4,27524207,30.252359717599266,12472528,-97.87620745852902,124,5,Entire home/apt,5.0
2,False,4,7593559,30.240757909500076,12224361,-97.7391292386951,79,2,Entire home/apt,0.0
