beds,can_instant_book,counter,guests,host_id,latitude,listing_id,longitude,page,rate,reviews_count,room_type,star_rating
2,False,2,4,63463383,41.49265249054516,12112929,-81.70673558279434,14,1500,0,Entire home/apt,0.0
2,False,3,4,28525041,41.48563300639041,13732355,-81.70364866640702,14,1001,0,Entire home/apt,0.0
2,False,4,4,67771129,41.504196443728894,13895960,-81.66767257677658,14,400,0,Entire home/apt,0.0
2,False,5,4,54480754,41.499303657166124,13372080,-81.70347468490597,14,600,0,Entire home/apt,0.0
3,True,6,4,79062236,41.48644766412511,13671458,-81.73841339130698,14,790,0,Entire home/apt,0.0
2,True,7,4,50683822,41.528285659779485,13901160,-81.65619996902154,14,1800,0,Entire home/apt,0.0
2,False,8,4,29703868,41.48623605291731,11921785,-81.69761407969516,14,300,0,Entire home/apt,0.0
1,False,9,4,69357008,41.49642552646027,12751416,-81.69959257225695,14,700,0,Entire home/apt,0.0
3,False,10,4,59401909,41.50282886440212,11772622,-81.67449912000129,14,1500,0,Entire home/apt,0.0
2,False,11,4,42290815,41.48397221129231,11938454,-81.68499223166684,14,1500,0,Entire home/apt,0.0
3,False,12,4,13445926,41.48436886989092,13578066,-81.68432940582188,14,1200,0,Entire home/apt,0.0
2,False,13,4,69817960,41.5001966011118,12808228,-81.68946713091829,14,5000,0,Entire home/apt,0.0
4,True,14,4,67267500,41.43778554187276,13859193,-81.69153164120814,14,700,0,Entire home/apt,0.0
2,False,15,4,66954307,41.47730008921254,13416744,-81.68694089447973,14,500,0,Entire home/apt,0.0
5,False,16,4,68163456,41.48657175312707,12570731,-81.71524489359403,14,450,0,Entire home/apt,0.0
2,False,17,4,19132323,41.50190277849261,12160339,-81.68525921626738,14,400,0,Entire home/apt,0.0
2,False,18,4,59372112,41.485486190057635,13174508,-81.70696434238369,14,900,0,Entire home/apt,0.0
4,True,1,4,48267719,41.48326191145671,13279274,-81.7082238817154,15,1500,0,Entire home/apt,0.0
2,True,2,4,76122587,41.499220561165764,13387886,-81.70002294788746,15,1000,0,Entire home/apt,0.0
3,True,3,4,43845869,41.5048678567995,13578288,-81.68790658698772,15,1786,0,Entire home/apt,0.0
1,False,4,4,82078539,41.49950087056262,13875073,-81.6904999860447,15,950,0,Entire home/apt,0.0
2,False,5,4,67979832,41.48547967447187,12545113,-81.73544146102792,15,1850,0,Entire home/apt,0.0
6,True,6,4,2722959,41.48569808189842,13605673,-81.58816230029414,15,2500,0,Entire home/apt,0.0
2,True,7,4,80554523,41.4802189945557,13750418,-81.68944093671348,15,620,0,Entire home/apt,0.0
3,False,8,4,12184607,41.478572837483014,10786094,-81.68896555884793,15,1500,0,Entire home/apt,0.0
1,True,9,4,72497846,41.4996076879934,13075352,-81.69873852950663,15,1100,0,Entire home/apt,0.0
2,False,10,4,26184973,41.47753235208545,6951790,-81.68030644089754,15,1255,0,Entire home/apt,0.0
2,False,11,4,20988943,41.47824237567688,4047843,-81.6851372065876,15,350,0,Entire home/apt,0.0
2,False,12,4,53414760,41.48144898148258,11572438,-81.68555113336292,15,725,0,Entire home/apt,0.0
3,False,13,4,13445926,41.48436886989092,13578066,-81.68432940582188,15,1200,0,Entire home/apt,0.0
4,True,14,4,68744224,41.49346790046935,12654686,-81.7064040166858,15,1500,0,Entire home/apt,0.0
1,True,15,4,65482424,41.502382446080304,13824432,-81.67703440917838,15,175,0,Entire home/apt,0.0
4,True,16,4,63809264,41.46003505678806,12011198,-81.79838614009562,15,325,0,Entire home/apt,0.0
3,False,17,4,30001967,41.459061222769165,12018353,-81.79927677028337,15,400,0,Entire home/apt,0.0
