beds,can_instant_book,counter,guests,host_id,latitude,listing_id,longitude,page,rate,reviews_count,room_type,star_rating
1,False,1,4,44869753,41.477981189140166,8521491,-81.6845426362441,<Response [200]>,98,39,Entire home/apt,5.0
2,True,2,4,10770266,41.505994862607665,2116800,-81.68934467521642,<Response [200]>,350,56,Entire home/apt,4.5
2,False,3,4,28817268,41.50018520990673,10131858,-81.69756149752739,<Response [200]>,189,20,Entire home/apt,4.5
2,True,4,4,12029973,41.48413931878231,7474840,-81.60105142033552,<Response [200]>,117,12,Entire home/apt,5.0
3,True,5,4,34381547,41.48124835924522,8408792,-81.68143181411924,<Response [200]>,170,20,Entire home/apt,5.0
2,False,6,4,51549122,41.47969945275738,10344121,-81.7204113501994,<Response [200]>,90,20,Entire home/apt,5.0
3,False,7,4,77148900,41.50104103808165,13478156,-81.69001903925016,<Response [200]>,127,3,Entire home/apt,5.0
2,True,8,4,2989880,41.56918537215634,7430343,-81.56915553674186,<Response [200]>,45,87,Entire home/apt,5.0
4,False,9,4,29593239,41.437770675513065,5707933,-81.71461145153843,<Response [200]>,75,36,Entire home/apt,5.0
1,True,10,4,36034128,41.4852411010969,6879415,-81.73137000905267,<Response [200]>,146,58,Entire home/apt,4.5
3,False,11,4,25593083,41.48212958684704,8941245,-81.58956138055099,<Response [200]>,219,6,Entire home/apt,5.0
2,True,12,4,58738289,41.50100240711587,13259465,-81.69930982346493,<Response [200]>,600,0,Entire home/apt,0.0
3,False,13,4,14586274,41.59212024073457,2852836,-81.55620403671732,<Response [200]>,92,14,Entire home/apt,5.0
1,True,14,4,13921092,41.47911370596533,2720397,-81.68720744521364,<Response [200]>,110,5,Entire home/apt,5.0
2,True,15,4,47664262,41.48644861892276,13435851,-81.70374910133607,<Response [200]>,175,3,Entire home/apt,5.0
1,True,16,4,20446138,41.478449186385774,9987774,-81.6867753301655,<Response [200]>,135,24,Entire home/apt,5.0
2,False,17,4,28066974,41.478960298309126,12808270,-81.6866106305662,<Response [200]>,150,3,Entire home/apt,5.0
2,False,18,4,45471885,41.477714748323606,8924256,-81.68435062238035,<Response [200]>,149,25,Entire home/apt,5.0
3,True,1,4,34381547,41.48124835924522,8408792,-81.68143181411924,<Response [200]>,170,20,Entire home/apt,5.0
2,True,2,4,80555607,41.502287929922446,13752529,-81.67750427883863,<Response [200]>,90,2,Entire home/apt,0.0
2,False,3,4,45471885,41.477714748323606,8924256,-81.68435062238035,<Response [200]>,149,25,Entire home/apt,5.0
2,True,4,4,77507887,41.579865118914974,13507351,-81.57337303250596,<Response [200]>,75,0,Entire home/apt,0.0
2,False,5,4,697889,41.4719962844414,13770290,-81.69121098107958,<Response [200]>,85,0,Entire home/apt,0.0
2,True,6,4,79582599,41.50157608050017,13675671,-81.68888567653107,<Response [200]>,550,0,Entire home/apt,0.0
2,False,7,4,79574102,41.499262960571755,13675130,-81.68900048961581,<Response [200]>,875,0,Entire home/apt,0.0
2,False,8,4,28066974,41.478960298309126,12808270,-81.6866106305662,<Response [200]>,150,3,Entire home/apt,5.0
2,True,9,4,77378488,41.49979938718588,13495656,-81.68759362950657,<Response [200]>,4000,0,Entire home/apt,0.0
10,False,10,4,37346515,41.42919031193994,7130551,-81.69184564826593,<Response [200]>,142,45,Entire home/apt,5.0
1,False,11,4,28817268,41.501285175675704,8500356,-81.69776956763643,<Response [200]>,269,19,Entire home/apt,4.5
2,True,12,4,72315898,41.50033970267368,13058487,-81.67303446900786,<Response [200]>,120,1,Entire home/apt,0.0
2,True,13,4,2989880,41.56918537215634,7430343,-81.56915553674186,<Response [200]>,45,87,Entire home/apt,5.0
3,True,14,4,23891041,41.499866459012736,13414242,-81.70125876579533,<Response [200]>,1264,0,Entire home/apt,0.0
1,False,15,4,77989428,41.50386384466855,13548568,-81.68413255444061,<Response [200]>,400,0,Entire home/apt,0.0
2,False,16,4,28055767,41.4822640542213,5412374,-81.73805667246177,<Response [200]>,105,51,Entire home/apt,4.0
3,False,17,4,10750153,41.48512332339606,13460541,-81.71989221671194,<Response [200]>,100,2,Entire home/apt,0.0
2,True,18,4,29264248,41.48141070885488,13541499,-81.68921994636385,<Response [200]>,350,0,Entire home/apt,0.0
3,False,1,4,50900339,41.48602780969335,10514157,-81.7065972590288,<Response [200]>,175,6,Entire home/apt,5.0
3,False,2,4,25593083,41.48212958684704,8941245,-81.58956138055099,<Response [200]>,219,6,Entire home/apt,5.0
2,True,3,4,29264248,41.48141070885488,13541499,-81.68921994636385,<Response [200]>,350,0,Entire home/apt,0.0
2,True,4,4,10770266,41.505994862607665,2116800,-81.68934467521642,<Response [200]>,350,56,Entire home/apt,4.5
3,True,5,4,23891041,41.499866459012736,13414242,-81.70125876579533,<Response [200]>,1264,0,Entire home/apt,0.0
2,True,6,4,71126928,41.49990765148054,12948421,-81.69981203639921,<Response [200]>,1000,0,Entire home/apt,0.0
3,False,7,4,58704806,41.49907570655825,11720391,-81.68882688329182,<Response [200]>,190,5,Entire home/apt,5.0
4,True,8,4,7479876,41.409925244420585,5898720,-81.73567191402584,<Response [200]>,149,31,Entire home/apt,4.5
2,False,9,4,29926419,41.48241972486158,5768370,-81.68741153597435,<Response [200]>,250,10,Entire home/apt,5.0
2,False,10,4,45471885,41.477714748323606,8924256,-81.68435062238035,<Response [200]>,149,25,Entire home/apt,5.0
3,True,11,4,40224633,41.48540430015522,13806340,-81.70535454841351,<Response [200]>,1236,0,Entire home/apt,0.0
2,False,12,4,66266039,41.483537291232636,12293794,-81.72179979339121,<Response [200]>,75,6,Entire home/apt,5.0
3,False,13,4,10750153,41.4856587431386,4074938,-81.72031599367513,<Response [200]>,100,36,Entire home/apt,4.5
2,False,14,4,28367114,41.48821127111209,13428520,-81.55042459188527,<Response [200]>,99,1,Entire home/apt,0.0
