date,price,availability,listingID
2016-06-03,110.0,False,9170112
2016-06-02,110.0,False,9170112
2016-06-30,110.0,False,9170112
2016-06-27,79.0,True,12520470
2016-06-26,79.0,False,12520470
2016-06-25,79.0,False,12520470
2016-06-24,79.0,False,12520470
2016-06-23,79.0,False,12520470
2016-06-22,79.0,True,12520470
2016-06-21,79.0,True,12520470
2016-06-20,79.0,True,12520470
2016-06-29,79.0,True,12520470
2016-06-28,79.0,True,12520470
2016-03-27,79.0,True,12520470
2016-03-28,79.0,True,12520470
2016-03-29,79.0,True,12520470
2016-05-26,79.0,True,12520470
2016-05-27,79.0,False,12520470
2016-05-24,79.0,True,12520470
2016-05-25,79.0,True,12520470
2016-05-22,79.0,False,12520470
2016-05-23,79.0,True,12520470
2016-05-20,79.0,False,12520470
2016-05-21,79.0,False,12520470
2016-04-30,79.0,False,12520470
2016-05-28,79.0,False,12520470
2016-05-29,79.0,True,12520470
2016-03-31,79.0,True,12520470
2016-03-30,79.0,True,12520470
2016-04-29,79.0,False,12520470
2016-04-28,79.0,False,12520470
2016-05-31,79.0,True,12520470
2016-05-30,79.0,True,12520470
2016-04-21,79.0,True,12520470
2016-04-20,79.0,True,12520470
2016-04-23,79.0,True,12520470
2016-04-22,79.0,True,12520470
2016-04-25,79.0,True,12520470
2016-04-24,79.0,True,12520470
2016-04-27,79.0,True,12520470
2016-04-26,79.0,True,12520470
2016-05-08,79.0,True,12520470
2016-05-09,79.0,True,12520470
2016-07-01,79.0,True,12520470
2016-05-01,79.0,False,12520470
2016-05-02,79.0,False,12520470
2016-05-03,79.0,False,12520470
2016-05-04,79.0,False,12520470
2016-05-05,79.0,True,12520470
2016-05-06,79.0,False,12520470
2016-05-07,79.0,False,12520470
2016-04-18,79.0,True,12520470
2016-04-19,79.0,True,12520470
2016-04-14,79.0,True,12520470
2016-04-15,79.0,True,12520470
2016-04-16,79.0,True,12520470
2016-04-17,79.0,True,12520470
2016-04-10,79.0,True,12520470
2016-04-11,79.0,True,12520470
2016-04-12,79.0,True,12520470
2016-04-13,79.0,True,12520470
2016-06-18,79.0,True,12520470
2016-06-19,79.0,True,12520470
2016-06-16,79.0,True,12520470
2016-06-17,79.0,True,12520470
2016-06-14,79.0,True,12520470
2016-06-15,79.0,True,12520470
2016-06-12,79.0,True,12520470
2016-06-13,79.0,True,12520470
2016-06-10,79.0,True,12520470
2016-06-11,79.0,True,12520470
2016-07-02,79.0,True,12520470
2016-05-19,79.0,False,12520470
2016-05-18,79.0,True,12520470
2016-05-17,79.0,False,12520470
2016-05-16,79.0,False,12520470
2016-05-15,79.0,False,12520470
2016-05-14,79.0,False,12520470
2016-05-13,79.0,False,12520470
2016-05-12,79.0,True,12520470
2016-05-11,79.0,True,12520470
2016-05-10,79.0,True,12520470
2016-04-03,79.0,True,12520470
2016-04-02,79.0,True,12520470
2016-04-01,79.0,True,12520470
2016-04-07,79.0,True,12520470
2016-04-06,79.0,True,12520470
2016-04-05,79.0,True,12520470
2016-04-04,79.0,True,12520470
2016-04-09,79.0,True,12520470
2016-04-08,79.0,True,12520470
2016-06-09,79.0,True,12520470
2016-06-08,79.0,True,12520470
2016-06-05,79.0,True,12520470
2016-06-04,79.0,True,12520470
2016-06-07,79.0,True,12520470
2016-06-06,79.0,True,12520470
2016-06-01,79.0,True,12520470
2016-06-03,79.0,True,12520470
2016-06-02,79.0,True,12520470
2016-06-30,79.0,True,12520470
2016-06-27,95.0,True,12814768
2016-06-26,95.0,True,12814768
2016-06-25,95.0,True,12814768
2016-06-24,95.0,False,12814768
2016-06-23,95.0,False,12814768
2016-06-22,95.0,False,12814768
2016-06-21,95.0,False,12814768
2016-06-20,95.0,False,12814768
2016-06-29,95.0,True,12814768
2016-06-28,95.0,True,12814768
2016-03-27,95.0,True,12814768
2016-03-28,95.0,True,12814768
2016-03-29,95.0,True,12814768
2016-05-26,95.0,False,12814768
2016-05-27,95.0,False,12814768
2016-05-24,95.0,False,12814768
2016-05-25,95.0,False,12814768
2016-05-22,95.0,False,12814768
2016-05-23,95.0,False,12814768
2016-05-20,95.0,False,12814768
2016-05-21,95.0,False,12814768
2016-04-30,95.0,True,12814768
2016-05-28,95.0,False,12814768
2016-05-29,95.0,False,12814768
2016-03-31,95.0,True,12814768
2016-03-30,95.0,True,12814768
2016-04-29,95.0,True,12814768
2016-04-28,95.0,True,12814768
2016-05-31,95.0,False,12814768
2016-05-30,95.0,False,12814768
2016-04-21,95.0,True,12814768
2016-04-20,95.0,True,12814768
2016-04-23,95.0,True,12814768
2016-04-22,95.0,True,12814768
2016-04-25,95.0,True,12814768
2016-04-24,95.0,True,12814768
2016-04-27,95.0,True,12814768
2016-04-26,95.0,True,12814768
2016-05-08,95.0,False,12814768
2016-05-09,95.0,False,12814768
2016-07-01,95.0,True,12814768
2016-05-01,95.0,True,12814768
2016-05-02,95.0,True,12814768
2016-05-03,95.0,False,12814768
2016-05-04,95.0,False,12814768
2016-05-05,95.0,False,12814768
2016-05-06,95.0,False,12814768
2016-05-07,95.0,False,12814768
2016-04-18,95.0,True,12814768
2016-04-19,95.0,True,12814768
2016-04-14,95.0,True,12814768
2016-04-15,95.0,True,12814768
2016-04-16,95.0,True,12814768
2016-04-17,95.0,True,12814768
2016-04-10,95.0,True,12814768
2016-04-11,95.0,True,12814768
2016-04-12,95.0,True,12814768
2016-04-13,95.0,True,12814768
2016-06-18,95.0,False,12814768
2016-06-19,95.0,False,12814768
2016-06-16,95.0,False,12814768
2016-06-17,95.0,False,12814768
2016-06-14,95.0,False,12814768
2016-06-15,95.0,False,12814768
2016-06-12,95.0,False,12814768
2016-06-13,95.0,False,12814768
2016-06-10,95.0,False,12814768
2016-06-11,95.0,False,12814768
2016-07-02,95.0,True,12814768
2016-05-19,95.0,False,12814768
2016-05-18,95.0,False,12814768
2016-05-17,95.0,False,12814768
2016-05-16,95.0,False,12814768
2016-05-15,95.0,False,12814768
2016-05-14,95.0,False,12814768
2016-05-13,95.0,True,12814768
2016-05-12,95.0,True,12814768
2016-05-11,95.0,False,12814768
2016-05-10,95.0,False,12814768
2016-04-03,95.0,True,12814768
2016-04-02,95.0,True,12814768
2016-04-01,95.0,True,12814768
2016-04-07,95.0,True,12814768
2016-04-06,95.0,True,12814768
2016-04-05,95.0,True,12814768
2016-04-04,95.0,True,12814768
2016-04-09,95.0,True,12814768
2016-04-08,95.0,True,12814768
2016-06-09,95.0,False,12814768
2016-06-08,95.0,False,12814768
2016-06-05,95.0,False,12814768
2016-06-04,95.0,False,12814768
2016-06-07,95.0,False,12814768
2016-06-06,95.0,False,12814768
2016-06-01,95.0,False,12814768
2016-06-03,95.0,False,12814768
2016-06-02,95.0,False,12814768
2016-06-30,95.0,True,12814768
2016-06-27,96.0,True,6671751
2016-06-26,96.0,True,6671751
2016-06-25,96.0,False,6671751
2016-06-24,96.0,False,6671751
2016-06-23,96.0,False,6671751
2016-06-22,96.0,True,6671751
2016-06-21,96.0,True,6671751
2016-06-20,96.0,True,6671751
2016-06-29,96.0,True,6671751
2016-06-28,96.0,True,6671751
2016-03-27,96.0,True,6671751
2016-03-28,96.0,True,6671751
2016-03-29,96.0,False,6671751
2016-05-26,96.0,False,6671751
2016-05-27,96.0,False,6671751
2016-05-24,96.0,True,6671751
2016-05-25,96.0,True,6671751
2016-05-22,96.0,True,6671751
2016-05-23,96.0,True,6671751
2016-05-20,96.0,True,6671751
2016-05-21,96.0,True,6671751
2016-04-30,96.0,False,6671751
2016-05-28,96.0,False,6671751
2016-05-29,96.0,False,6671751
2016-03-31,150.0,False,6671751
2016-03-30,96.0,False,6671751
2016-04-29,96.0,False,6671751
2016-04-28,96.0,False,6671751
2016-05-31,96.0,True,6671751
2016-05-30,96.0,True,6671751
2016-04-21,96.0,False,6671751
2016-04-20,96.0,False,6671751
2016-04-23,96.0,False,6671751
2016-04-22,96.0,False,6671751
2016-04-25,96.0,False,6671751
2016-04-24,96.0,False,6671751
2016-04-27,96.0,False,6671751
2016-04-26,96.0,False,6671751
2016-05-08,96.0,False,6671751
2016-05-09,96.0,False,6671751
2016-07-01,96.0,True,6671751
2016-05-01,96.0,False,6671751
2016-05-02,96.0,False,6671751
2016-05-03,96.0,False,6671751
2016-05-04,96.0,False,6671751
2016-05-05,96.0,False,6671751
2016-05-06,96.0,False,6671751
2016-05-07,96.0,False,6671751
2016-04-18,96.0,False,6671751
2016-04-19,96.0,False,6671751
2016-04-14,96.0,False,6671751
2016-04-15,96.0,False,6671751
2016-04-16,96.0,False,6671751
2016-04-17,96.0,False,6671751
2016-04-10,96.0,False,6671751
2016-04-11,96.0,False,6671751
2016-04-12,96.0,False,6671751
2016-04-13,96.0,False,6671751
2016-06-18,96.0,True,6671751
2016-06-19,96.0,True,6671751
2016-06-16,96.0,True,6671751
2016-06-17,96.0,True,6671751
2016-06-14,96.0,False,6671751
2016-06-15,96.0,False,6671751
2016-06-12,96.0,False,6671751
2016-06-13,96.0,False,6671751
2016-06-10,96.0,False,6671751
2016-06-11,96.0,False,6671751
2016-07-02,96.0,True,6671751
2016-05-19,96.0,True,6671751
2016-05-18,96.0,True,6671751
2016-05-17,96.0,False,6671751
2016-05-16,96.0,False,6671751
2016-05-15,96.0,False,6671751
2016-05-14,96.0,False,6671751
2016-05-13,96.0,False,6671751
2016-05-12,96.0,False,6671751
2016-05-11,96.0,False,6671751
2016-05-10,96.0,False,6671751
2016-04-03,200.0,False,6671751
2016-04-02,200.0,False,6671751
2016-04-01,200.0,False,6671751
2016-04-07,96.0,False,6671751
2016-04-06,96.0,False,6671751
2016-04-05,150.0,False,6671751
2016-04-04,200.0,False,6671751
2016-04-09,96.0,False,6671751
2016-04-08,96.0,False,6671751
2016-06-09,96.0,False,6671751
2016-06-08,96.0,True,6671751
2016-06-05,96.0,True,6671751
2016-06-04,96.0,True,6671751
2016-06-07,96.0,True,6671751
2016-06-06,96.0,True,6671751
2016-06-01,96.0,True,6671751
2016-06-03,96.0,True,6671751
2016-06-02,96.0,True,6671751
2016-06-30,96.0,True,6671751
2016-06-27,87.0,False,2414344
2016-06-26,87.0,False,2414344
2016-06-25,87.0,False,2414344
2016-06-24,87.0,False,2414344
2016-06-23,87.0,False,2414344
2016-06-22,87.0,False,2414344
2016-06-21,87.0,False,2414344
2016-06-20,87.0,False,2414344
2016-06-29,87.0,False,2414344
2016-06-28,87.0,False,2414344
2016-03-27,50.0,False,2414344
2016-03-28,55.0,False,2414344
2016-03-29,62.0,False,2414344
2016-05-26,78.0,False,2414344
2016-05-27,78.0,False,2414344
2016-05-24,78.0,False,2414344
2016-05-25,78.0,False,2414344
2016-05-22,78.0,False,2414344
2016-05-23,78.0,False,2414344
2016-05-20,78.0,False,2414344
2016-05-21,78.0,False,2414344
2016-04-30,77.0,False,2414344
2016-05-28,78.0,False,2414344
2016-05-29,78.0,False,2414344
2016-03-31,90.0,False,2414344
2016-03-30,50.0,False,2414344
2016-04-29,77.0,False,2414344
2016-04-28,77.0,False,2414344
2016-05-31,78.0,False,2414344
2016-05-30,78.0,False,2414344
2016-04-21,77.0,False,2414344
2016-04-20,77.0,False,2414344
2016-04-23,88.0,False,2414344
2016-04-22,77.0,False,2414344
2016-04-25,77.0,False,2414344
2016-04-24,63.0,False,2414344
2016-04-27,77.0,False,2414344
2016-04-26,77.0,False,2414344
2016-05-08,77.0,False,2414344
2016-05-09,77.0,False,2414344
2016-07-01,87.0,False,2414344
2016-05-01,77.0,False,2414344
2016-05-02,77.0,False,2414344
2016-05-03,77.0,False,2414344
2016-05-04,77.0,False,2414344
2016-05-05,77.0,False,2414344
2016-05-06,80.0,False,2414344
2016-05-07,83.0,False,2414344
2016-04-18,77.0,False,2414344
2016-04-19,77.0,False,2414344
2016-04-14,77.0,False,2414344
2016-04-15,59.0,False,2414344
2016-04-16,77.0,False,2414344
2016-04-17,77.0,False,2414344
2016-04-10,80.0,False,2414344
2016-04-11,63.0,False,2414344
2016-04-12,55.0,False,2414344
2016-04-13,77.0,False,2414344
2016-06-18,87.0,False,2414344
2016-06-19,87.0,False,2414344
2016-06-16,87.0,False,2414344
2016-06-17,87.0,False,2414344
2016-06-14,87.0,False,2414344
2016-06-15,87.0,False,2414344
2016-06-12,87.0,False,2414344
2016-06-13,87.0,False,2414344
2016-06-10,87.0,False,2414344
2016-06-11,87.0,False,2414344
2016-07-02,87.0,False,2414344
2016-05-19,78.0,False,2414344
2016-05-18,78.0,False,2414344
2016-05-17,78.0,False,2414344
2016-05-16,78.0,False,2414344
2016-05-15,78.0,False,2414344
2016-05-14,77.0,False,2414344
2016-05-13,77.0,False,2414344
2016-05-12,83.0,False,2414344
2016-05-11,83.0,False,2414344
2016-05-10,63.0,False,2414344
2016-04-03,74.0,False,2414344
2016-04-02,74.0,False,2414344
2016-04-01,74.0,False,2414344
2016-04-07,60.0,False,2414344
2016-04-06,75.0,False,2414344
2016-04-05,75.0,False,2414344
2016-04-04,74.0,False,2414344
2016-04-09,89.0,False,2414344
2016-04-08,89.0,False,2414344
2016-06-09,87.0,False,2414344
2016-06-08,87.0,False,2414344
2016-06-05,87.0,False,2414344
2016-06-04,87.0,False,2414344
2016-06-07,87.0,False,2414344
2016-06-06,87.0,False,2414344
2016-06-01,87.0,False,2414344
2016-06-03,87.0,False,2414344
2016-06-02,87.0,False,2414344
2016-06-30,87.0,False,2414344
2016-06-27,95.0,False,10744111
2016-06-26,95.0,False,10744111
2016-06-25,95.0,False,10744111
2016-06-24,95.0,False,10744111
2016-06-23,95.0,False,10744111
2016-06-22,95.0,False,10744111
2016-06-21,95.0,False,10744111
2016-06-20,95.0,False,10744111
2016-06-29,95.0,False,10744111
2016-06-28,95.0,False,10744111
2016-03-27,95.0,False,10744111
2016-03-28,95.0,False,10744111
2016-03-29,95.0,False,10744111
2016-05-26,95.0,False,10744111
2016-05-27,95.0,False,10744111
2016-05-24,95.0,False,10744111
2016-05-25,95.0,False,10744111
2016-05-22,95.0,False,10744111
2016-05-23,95.0,False,10744111
2016-05-20,95.0,False,10744111
2016-05-21,95.0,False,10744111
2016-04-30,95.0,False,10744111
2016-05-28,95.0,False,10744111
2016-05-29,95.0,False,10744111
2016-03-31,95.0,False,10744111
2016-03-30,95.0,False,10744111
2016-04-29,95.0,False,10744111
2016-04-28,95.0,False,10744111
2016-05-31,95.0,False,10744111
2016-05-30,95.0,False,10744111
2016-04-21,95.0,False,10744111
2016-04-20,95.0,False,10744111
2016-04-23,95.0,False,10744111
2016-04-22,95.0,False,10744111
2016-04-25,95.0,False,10744111
2016-04-24,95.0,False,10744111
