"Date","Value"
1996-04-01,284500
1996-05-01,289600
1996-06-01,291600
1996-07-01,292200
1996-08-01,293500
1996-09-01,295200
1996-10-01,298400
1996-11-01,303000
1996-12-01,307400
1997-01-01,311300
1997-02-01,315400
1997-03-01,319800
1997-04-01,323500
1997-05-01,327300
1997-06-01,332000
1997-07-01,336800
1997-08-01,340800
1997-09-01,344700
1997-10-01,348800
1997-11-01,353000
1997-12-01,357800
1998-01-01,362800
1998-02-01,365700
1998-03-01,366500
1998-04-01,365200
1998-05-01,364000
1998-06-01,364600
1998-07-01,366600
1998-08-01,368600
1998-09-01,371300
1998-10-01,374300
1998-11-01,377400
1998-12-01,380900
1999-01-01,384500
1999-02-01,388000
1999-03-01,391900
1999-04-01,396200
1999-05-01,401100
1999-06-01,405900
1999-07-01,412800
1999-08-01,421900
1999-09-01,431800
1999-10-01,441800
1999-11-01,451100
1999-12-01,458500
2000-01-01,465000
2000-02-01,476400
2000-03-01,492500
2000-04-01,511000
2000-05-01,529000
2000-06-01,545400
2000-07-01,556800
2000-08-01,566600
2000-09-01,579300
2000-10-01,593800
2000-11-01,606400
2000-12-01,615300
2001-01-01,621900
2001-02-01,626800
2001-03-01,627700
2001-04-01,623200
2001-05-01,614500
2001-06-01,602300
2001-07-01,589800
2001-08-01,580100
2001-09-01,572300
2001-10-01,561800
2001-11-01,548600
2001-12-01,536900
2002-01-01,530400
2002-02-01,530000
2002-03-01,534900
2002-04-01,543400
2002-05-01,553600
2002-06-01,564800
2002-07-01,575700
2002-08-01,581400
2002-09-01,579300
2002-10-01,575600
2002-11-01,575500
2002-12-01,576000
2003-01-01,574800
2003-02-01,571100
2003-03-01,566000
2003-04-01,560200
2003-05-01,556300
2003-06-01,556900
2003-07-01,562000
2003-08-01,569100
2003-09-01,576100
2003-10-01,582600
2003-11-01,589100
2003-12-01,599200
2004-01-01,613300
2004-02-01,625800
2004-03-01,631400
2004-04-01,635100
2004-05-01,642000
2004-06-01,651400
2004-07-01,660400
2004-08-01,669300
2004-09-01,679400
2004-10-01,691700
2004-11-01,704900
2004-12-01,718200
2005-01-01,729600
2005-02-01,739500
2005-03-01,749300
2005-04-01,759600
2005-05-01,768400
2005-06-01,773100
2005-07-01,774600
2005-08-01,775900
2005-09-01,777000
2005-10-01,777100
2005-11-01,776800
2005-12-01,775700
2006-01-01,775500
2006-02-01,778100
2006-03-01,783600
2006-04-01,786100
2006-05-01,783800
2006-06-01,780100
2006-07-01,780600
2006-08-01,783900
2006-09-01,788900
2006-10-01,794600
2006-11-01,800600
2006-12-01,807000
2007-01-01,813300
2007-02-01,817300
2007-03-01,819900
2007-04-01,824100
2007-05-01,828600
2007-06-01,831500
2007-07-01,829100
2007-08-01,821900
2007-09-01,814700
2007-10-01,810600
2007-11-01,809200
2007-12-01,809100
2008-01-01,805200
2008-02-01,799900
2008-03-01,795500
2008-04-01,792700
2008-05-01,789300
2008-06-01,785500
2008-07-01,782000
2008-08-01,782200
2008-09-01,783000
2008-10-01,780700
2008-11-01,776500
2008-12-01,770800
2009-01-01,763700
2009-02-01,756500
2009-03-01,750100
2009-04-01,743300
2009-05-01,737000
2009-06-01,733100
2009-07-01,732600
2009-08-01,734500
2009-09-01,734500
2009-10-01,733500
2009-11-01,734200
2009-12-01,736700
2010-01-01,743100
2010-02-01,751500
2010-03-01,753500
2010-04-01,747600
2010-05-01,737700
2010-06-01,730400
2010-07-01,728600
2010-08-01,731300
2010-09-01,733900
2010-10-01,737000
2010-11-01,738600
2010-12-01,735700
2011-01-01,727800
2011-02-01,718100
2011-03-01,709800
2011-04-01,704900
2011-05-01,707800
2011-06-01,715300
2011-07-01,722400
2011-08-01,724900
2011-09-01,729500
2011-10-01,735000
2011-11-01,735400
2011-12-01,731900
2012-01-01,731500
2012-02-01,735400
2012-03-01,746700
2012-04-01,765900
2012-05-01,790400
2012-06-01,809000
2012-07-01,819900
2012-08-01,827000
2012-09-01,834200
2012-10-01,843900
2012-11-01,859300
2012-12-01,874900
2013-01-01,886800
2013-02-01,896100
2013-03-01,908600
2013-04-01,928400
2013-05-01,948300
2013-06-01,962300
2013-07-01,972400
2013-08-01,977700
2013-09-01,979400
2013-10-01,984000
2013-11-01,995000
2013-12-01,1011200
2014-01-01,1026000
2014-02-01,1038000
2014-03-01,1049500
2014-04-01,1065500
2014-05-01,1081600
2014-06-01,1100500
2014-07-01,1118500
2014-08-01,1138000
2014-09-01,1157600
2014-10-01,1176500
2014-11-01,1196900
2014-12-01,1224400
2015-01-01,1253700
2015-02-01,1289200
2015-03-01,1330600
2015-04-01,1360800
2015-05-01,1382600
2015-06-01,1408300
2015-07-01,1426500
2015-08-01,1428600
2015-09-01,1428800
2015-10-01,1439600
2015-11-01,1447700
2015-12-01,1445000
2016-01-01,1446800
2016-02-01,1461400
2016-03-01,1468100
2016-04-01,1460700
2016-05-01,1442900
2016-06-01,1423000
2016-07-01,1414800
2016-08-01,1426300
2016-09-01,1445800
2016-10-01,1461500
