"Date","Value"
1996-04-01,188600
1996-05-01,191400
1996-06-01,193400
1996-07-01,195800
1996-08-01,198400
1996-09-01,200200
1996-10-01,202200
1996-11-01,204000
1996-12-01,204400
1997-01-01,205400
1997-02-01,207800
1997-03-01,209900
1997-04-01,210800
1997-05-01,211900
1997-06-01,213300
1997-07-01,214600
1997-08-01,215900
1997-09-01,217000
1997-10-01,218000
1997-11-01,220100
1997-12-01,223000
1998-01-01,226600
1998-02-01,229600
1998-03-01,231100
1998-04-01,231600
1998-05-01,233000
1998-06-01,235000
1998-07-01,238000
1998-08-01,242700
1998-09-01,246900
1998-10-01,248800
1998-11-01,250400
1998-12-01,252800
1999-01-01,255700
1999-02-01,258000
1999-03-01,258800
1999-04-01,259000
1999-05-01,261500
1999-06-01,266400
1999-07-01,272400
1999-08-01,279400
1999-09-01,287300
1999-10-01,295600
1999-11-01,303400
1999-12-01,311000
2000-01-01,319200
2000-02-01,327800
2000-03-01,336600
2000-04-01,347200
2000-05-01,358300
2000-06-01,368300
2000-07-01,376900
2000-08-01,384000
2000-09-01,390800
2000-10-01,398700
2000-11-01,408000
2000-12-01,417700
2001-01-01,426500
2001-02-01,433400
2001-03-01,437900
2001-04-01,438900
2001-05-01,435200
2001-06-01,429300
2001-07-01,424900
2001-08-01,423500
2001-09-01,424400
2001-10-01,425500
2001-11-01,424400
2001-12-01,420800
2002-01-01,419000
2002-02-01,420500
2002-03-01,425000
2002-04-01,431900
2002-05-01,442000
2002-06-01,453500
2002-07-01,462100
2002-08-01,466100
2002-09-01,468100
2002-10-01,471200
2002-11-01,474200
2002-12-01,476200
2003-01-01,478100
2003-02-01,480900
2003-03-01,484800
2003-04-01,488600
2003-05-01,491700
2003-06-01,493700
2003-07-01,495500
2003-08-01,498200
2003-09-01,503200
2003-10-01,509900
2003-11-01,517300
2003-12-01,525400
2004-01-01,532500
2004-02-01,538700
2004-03-01,545400
2004-04-01,553800
2004-05-01,564200
2004-06-01,575400
2004-07-01,585800
2004-08-01,595000
2004-09-01,603600
2004-10-01,611800
2004-11-01,620800
2004-12-01,631400
2005-01-01,640400
2005-02-01,647800
2005-03-01,654200
2005-04-01,658400
2005-05-01,660600
2005-06-01,663300
2005-07-01,666200
2005-08-01,667900
2005-09-01,668200
2005-10-01,666100
2005-11-01,663900
2005-12-01,662300
2006-01-01,662300
2006-02-01,662900
2006-03-01,662500
2006-04-01,661300
2006-05-01,659400
2006-06-01,656800
2006-07-01,655500
2006-08-01,655700
2006-09-01,656200
2006-10-01,656900
2006-11-01,657000
2006-12-01,656600
2007-01-01,658600
2007-02-01,663300
2007-03-01,666200
2007-04-01,663800
2007-05-01,659400
2007-06-01,655000
2007-07-01,652400
2007-08-01,652200
2007-09-01,649700
2007-10-01,644100
2007-11-01,639400
2007-12-01,633600
2008-01-01,626100
2008-02-01,619000
2008-03-01,612900
2008-04-01,607900
2008-05-01,602500
2008-06-01,595900
2008-07-01,589800
2008-08-01,584600
2008-09-01,580700
2008-10-01,579400
2008-11-01,578000
2008-12-01,576400
2009-01-01,575200
2009-02-01,572800
2009-03-01,568500
2009-04-01,565000
2009-05-01,562700
2009-06-01,560400
2009-07-01,558400
2009-08-01,558400
2009-09-01,559700
2009-10-01,560200
2009-11-01,558300
2009-12-01,562100
2010-01-01,568100
2010-02-01,570300
2010-03-01,569100
2010-04-01,569700
2010-05-01,568600
2010-06-01,566600
2010-07-01,563500
2010-08-01,559700
2010-09-01,557100
2010-10-01,555300
2010-11-01,553500
2010-12-01,547200
2011-01-01,540100
2011-02-01,535800
2011-03-01,532200
2011-04-01,525100
2011-05-01,517400
2011-06-01,510500
2011-07-01,505300
2011-08-01,497400
2011-09-01,485500
2011-10-01,475300
2011-11-01,470900
2011-12-01,468800
2012-01-01,465300
2012-02-01,460000
2012-03-01,457300
2012-04-01,459300
2012-05-01,466700
2012-06-01,477800
2012-07-01,489700
2012-08-01,501900
2012-09-01,515800
2012-10-01,527500
2012-11-01,535000
2012-12-01,540100
2013-01-01,545100
2013-02-01,551000
2013-03-01,562600
2013-04-01,579300
2013-05-01,596500
2013-06-01,612400
2013-07-01,624500
2013-08-01,629600
2013-09-01,629400
2013-10-01,631000
2013-11-01,635600
2013-12-01,639400
2014-01-01,641500
2014-02-01,644500
2014-03-01,646200
2014-04-01,647000
2014-05-01,649600
2014-06-01,652600
2014-07-01,654300
2014-08-01,658200
2014-09-01,665100
2014-10-01,673600
2014-11-01,681400
2014-12-01,688700
2015-01-01,696800
2015-02-01,710700
2015-03-01,726900
2015-04-01,739100
2015-05-01,745700
2015-06-01,749400
2015-07-01,752200
2015-08-01,756300
2015-09-01,761600
2015-10-01,768800
2015-11-01,778000
2015-12-01,787300
2016-01-01,794000
2016-02-01,798200
2016-03-01,798900
2016-04-01,797200
2016-05-01,796600
2016-06-01,796700
2016-07-01,798000
2016-08-01,804000
2016-09-01,814600
2016-10-01,823900
