"Date","Value"
1996-04-01,413900
1996-05-01,417300
1996-06-01,420300
1996-07-01,423600
1996-08-01,428800
1996-09-01,434900
1996-10-01,441000
1996-11-01,447200
1996-12-01,451500
1997-01-01,454800
1997-02-01,458600
1997-03-01,462200
1997-04-01,463800
1997-05-01,467000
1997-06-01,472100
1997-07-01,478000
1997-08-01,483100
1997-09-01,488800
1997-10-01,495900
1997-11-01,505900
1997-12-01,515400
1998-01-01,523000
1998-02-01,529900
1998-03-01,538100
1998-04-01,545800
1998-05-01,551100
1998-06-01,556500
1998-07-01,564600
1998-08-01,571700
1998-09-01,576100
1998-10-01,578400
1998-11-01,579900
1998-12-01,580700
1999-01-01,581600
1999-02-01,581900
1999-03-01,584300
1999-04-01,587300
1999-05-01,592000
1999-06-01,599700
1999-07-01,610700
1999-08-01,622100
1999-09-01,634600
1999-10-01,650100
1999-11-01,667400
1999-12-01,684700
2000-01-01,702700
2000-02-01,723100
2000-03-01,743100
2000-04-01,764300
2000-05-01,788100
2000-06-01,811000
2000-07-01,826500
2000-08-01,838300
2000-09-01,848400
2000-10-01,857000
2000-11-01,863700
2000-12-01,871800
2001-01-01,878600
2001-02-01,879500
2001-03-01,870500
2001-04-01,855600
2001-05-01,840100
2001-06-01,825600
2001-07-01,811700
2001-08-01,799200
2001-09-01,789700
2001-10-01,781900
2001-11-01,772000
2001-12-01,762100
2002-01-01,756000
2002-02-01,755100
2002-03-01,761000
2002-04-01,775400
2002-05-01,793200
2002-06-01,808600
2002-07-01,818100
2002-08-01,821400
2002-09-01,821700
2002-10-01,819700
2002-11-01,815600
2002-12-01,811100
2003-01-01,807900
2003-02-01,805100
2003-03-01,803200
2003-04-01,800500
2003-05-01,795400
2003-06-01,789800
2003-07-01,787300
2003-08-01,788700
2003-09-01,791600
2003-10-01,796400
2003-11-01,804600
2003-12-01,817000
2004-01-01,832200
2004-02-01,847000
2004-03-01,856700
2004-04-01,861300
2004-05-01,866300
2004-06-01,874000
2004-07-01,883500
2004-08-01,893900
2004-09-01,903700
2004-10-01,914400
2004-11-01,927800
2004-12-01,944200
2005-01-01,962200
2005-02-01,980300
2005-03-01,996000
2005-04-01,1011800
2005-05-01,1027200
2005-06-01,1042700
2005-07-01,1058600
2005-08-01,1074600
2005-09-01,1086300
2005-10-01,1092900
2005-11-01,1094500
2005-12-01,1094800
2006-01-01,1092500
2006-02-01,1090500
2006-03-01,1091400
2006-04-01,1092300
2006-05-01,1087500
2006-06-01,1079200
2006-07-01,1074000
2006-08-01,1073400
2006-09-01,1078000
2006-10-01,1084000
2006-11-01,1089900
2006-12-01,1096600
2007-01-01,1106100
2007-02-01,1115000
2007-03-01,1124800
2007-04-01,1136700
2007-05-01,1147000
2007-06-01,1153400
2007-07-01,1161900
2007-08-01,1172400
2007-09-01,1176600
2007-10-01,1177400
2007-11-01,1182800
2007-12-01,1186100
2008-01-01,1178300
2008-02-01,1168800
2008-03-01,1162200
2008-04-01,1156800
2008-05-01,1152200
2008-06-01,1146200
2008-07-01,1134200
2008-08-01,1121600
2008-09-01,1114800
2008-10-01,1109800
2008-11-01,1103500
2008-12-01,1098700
2009-01-01,1094900
2009-02-01,1087800
2009-03-01,1077800
2009-04-01,1065200
2009-05-01,1053500
2009-06-01,1049100
2009-07-01,1049800
2009-08-01,1049400
2009-09-01,1044900
2009-10-01,1039600
2009-11-01,1039300
2009-12-01,1034600
2010-01-01,1035400
2010-02-01,1048200
2010-03-01,1065100
2010-04-01,1075800
2010-05-01,1085100
2010-06-01,1086600
2010-07-01,1084300
2010-08-01,1085100
2010-09-01,1095700
2010-10-01,1109100
2010-11-01,1113200
2010-12-01,1109300
2011-01-01,1101500
2011-02-01,1087900
2011-03-01,1076800
2011-04-01,1074300
2011-05-01,1075600
2011-06-01,1081400
2011-07-01,1088800
2011-08-01,1091500
2011-09-01,1089700
2011-10-01,1091800
2011-11-01,1094500
2011-12-01,1097000
2012-01-01,1100100
2012-02-01,1106900
2012-03-01,1114400
2012-04-01,1122400
2012-05-01,1138200
2012-06-01,1160900
2012-07-01,1187400
2012-08-01,1216900
2012-09-01,1246500
2012-10-01,1274600
2012-11-01,1305200
2012-12-01,1337400
2013-01-01,1363200
2013-02-01,1376500
2013-03-01,1385000
2013-04-01,1403300
2013-05-01,1434500
2013-06-01,1464800
2013-07-01,1483200
2013-08-01,1492200
2013-09-01,1501700
2013-10-01,1508600
2013-11-01,1516800
2013-12-01,1535000
2014-01-01,1556500
2014-02-01,1572900
2014-03-01,1586500
2014-04-01,1595600
2014-05-01,1597100
2014-06-01,1607900
2014-07-01,1629400
2014-08-01,1651200
2014-09-01,1672300
2014-10-01,1698800
2014-11-01,1727400
2014-12-01,1759300
2015-01-01,1791200
2015-02-01,1822300
2015-03-01,1856800
2015-04-01,1896000
2015-05-01,1925500
2015-06-01,1938400
2015-07-01,1938900
2015-08-01,1933100
2015-09-01,1927200
2015-10-01,1929400
2015-11-01,1929800
2015-12-01,1924900
2016-01-01,1932000
2016-02-01,1966200
2016-03-01,1999500
2016-04-01,2012200
2016-05-01,2009700
2016-06-01,2007500
2016-07-01,2011000
2016-08-01,2022900
2016-09-01,2028300
2016-10-01,2026300
