"Date","Value"
2016-05-31,129100
2016-03-31,126900
2016-02-29,126100
2016-01-31,126700
2015-12-31,126300
2015-11-30,127700
2015-10-31,126400
2015-09-30,124600
2015-08-31,124900
2015-07-31,123800
2015-06-30,124400
2015-05-31,124000
2015-04-30,123200
2015-03-31,124700
2015-02-28,123900
2015-01-31,123600
2014-12-31,123100
2014-11-30,122500
2014-10-31,122100
2014-09-30,121900
2014-08-31,121900
2014-07-31,122100
2014-06-30,122200
2014-05-31,122000
2014-04-30,121100
2014-03-31,120300
2014-02-28,120100
2014-01-31,120000
2013-12-31,119900
2013-11-30,119900
2013-10-31,119700
2013-09-30,119700
2013-08-31,119400
2013-07-31,118700
2013-06-30,118000
2013-05-31,117200
2013-04-30,116700
2013-03-31,116500
2013-02-28,116500
2013-01-31,116500
2012-12-31,116400
2012-11-30,116200
2012-10-31,116000
2012-09-30,115700
2012-08-31,115400
2012-07-31,115100
2012-06-30,114900
2012-05-31,114800
2012-04-30,114900
2012-03-31,115300
2012-02-29,115700
2012-01-31,115800
2011-12-31,115600
2011-11-30,115700
2011-10-31,116100
2011-09-30,116500
2011-08-31,116600
2011-07-31,116800
2011-06-30,116900
2011-05-31,117200
2011-04-30,117400
2011-03-31,117600
2011-02-28,117700
2011-01-31,117600
2010-12-31,117500
2010-11-30,117800
2010-10-31,118400
2010-09-30,118700
2010-08-31,119100
2010-07-31,119500
2010-06-30,119900
2010-05-31,120200
2010-04-30,120300
2010-03-31,120300
2010-02-28,120200
2010-01-31,120500
2009-12-31,121100
2009-11-30,121400
2009-10-31,121500
2009-09-30,121400
2009-08-31,121400
2009-07-31,121700
2009-06-30,122200
2009-05-31,122700
2009-04-30,123000
2009-03-31,123100
2009-02-28,122900
2009-01-31,122700
2008-12-31,122700
2008-11-30,122700
2008-10-31,122400
2008-09-30,122100
2008-08-31,122100
2008-07-31,122400
2008-06-30,122400
2008-05-31,122300
2008-04-30,122800
2008-03-31,123500
2008-02-29,124100
2008-01-31,124200
2007-12-31,124500
2007-11-30,124800
2007-10-31,125200
2007-09-30,125500
2007-08-31,125800
2007-07-31,125900
2007-06-30,125800
2007-05-31,125700
2007-04-30,125500
2007-03-31,125400
2007-02-28,125500
2007-01-31,126000
2006-12-31,126400
2006-11-30,126400
2006-10-31,126200
2006-09-30,126300
2006-08-31,126400
2006-07-31,126000
2006-06-30,125700
2006-05-31,125900
2006-04-30,126100
2006-03-31,126200
2006-02-28,126100
2006-01-31,125600
2005-12-31,125000
2005-11-30,124400
2005-10-31,124200
2005-09-30,124100
2005-08-31,123800
2005-07-31,123500
2005-06-30,123300
2005-05-31,123100
2005-04-30,122900
2005-03-31,122500
2005-02-28,121800
2005-01-31,121500
2004-12-31,121300
2004-11-30,121100
2004-10-31,121000
2004-09-30,121100
2004-08-31,121100
2004-07-31,121000
2004-06-30,120900
2004-05-31,120700
2004-04-30,120400
2004-03-31,120200
2004-02-29,120200
2004-01-31,120300
2003-12-31,120400
2003-11-30,120700
2003-10-31,120700
2003-09-30,120700
2003-08-31,120700
2003-07-31,120700
2003-06-30,120600
2003-05-31,120300
2003-04-30,119900
2003-03-31,119600
2003-02-28,119700
2003-01-31,120000
2002-12-31,120400
2002-11-30,120500
2002-10-31,119900
2002-09-30,118800
2002-08-31,118000
2002-07-31,117700
2002-06-30,117600
2002-05-31,117500
2002-04-30,117700
2002-03-31,117700
2002-02-28,117300
2002-01-31,116600
2001-12-31,115700
2001-11-30,115200
2001-10-31,115400
2001-09-30,115600
2001-08-31,115600
2001-07-31,115600
2001-06-30,115700
2001-05-31,115400
2001-04-30,115300
2001-03-31,115400
2001-02-28,115500
2000-12-31,115300
2000-11-30,115000
2000-10-31,114700
2000-09-30,114300
2000-08-31,113900
2000-07-31,113400
2000-06-30,112900
2000-05-31,112700
2000-04-30,112400
2000-03-31,111800
2000-02-29,111300
2000-01-31,110700
1999-12-31,110200
1999-11-30,110200
1999-10-31,109900
1999-09-30,109300
1999-08-31,108900
1999-07-31,108700
1999-06-30,108300
1999-05-31,108000
1999-04-30,108100
1999-03-31,108100
1999-02-28,107500
1999-01-31,106600
1998-12-31,106100
1998-11-30,105800
1998-10-31,105600
1998-09-30,105500
1998-08-31,105700
1998-07-31,106000
1998-06-30,106100
1998-05-31,105800
1998-04-30,105400
1998-03-31,105400
1998-02-28,105200
1998-01-31,104600
1997-12-31,103700
1997-11-30,102500
1997-10-31,101200
1997-09-30,100100
1997-08-31,99000
1997-07-31,97600
1997-06-30,96300
1997-05-31,95300
1997-04-30,94700
1997-03-31,95100
1997-02-28,95200
1997-01-31,94400
1996-12-31,93600
1996-11-30,93700
1996-10-31,93900
1996-09-30,94300
1996-08-31,94900
1996-07-31,95500
1996-06-30,95700
1996-05-31,95500
1996-04-30,94800
