"Date","Value"
1996-04-01,549500
1996-05-01,557800
1996-06-01,564800
1996-07-01,567800
1996-08-01,570700
1996-09-01,573000
1996-10-01,575500
1996-11-01,579600
1996-12-01,586000
1997-01-01,592500
1997-02-01,598800
1997-03-01,605300
1997-04-01,610200
1997-05-01,616700
1997-06-01,622300
1997-07-01,628500
1997-08-01,634500
1997-09-01,640200
1997-10-01,646800
1997-11-01,658000
1997-12-01,667700
1998-01-01,675700
1998-02-01,681500
1998-03-01,686400
1998-04-01,690800
1998-05-01,695000
1998-06-01,696600
1998-07-01,697100
1998-08-01,695900
1998-09-01,696500
1998-10-01,700300
1998-11-01,705800
1998-12-01,711200
1999-01-01,718800
1999-02-01,724300
1999-03-01,726500
1999-04-01,728200
1999-05-01,730800
1999-06-01,733200
1999-07-01,737700
1999-08-01,746500
1999-09-01,761600
1999-10-01,781500
1999-11-01,798800
1999-12-01,810800
2000-01-01,823900
2000-02-01,842400
2000-03-01,861600
2000-04-01,885900
2000-05-01,920500
2000-06-01,958300
2000-07-01,1000900
2000-08-01,1048200
2000-09-01,1078800
2000-10-01,1092600
2000-11-01,1110800
2000-12-01,1131800
2001-01-01,1149300
2001-02-01,1168000
2001-03-01,1182200
2001-04-01,1177200
2001-05-01,1162100
2001-06-01,1152200
2001-07-01,1139300
2001-08-01,1117200
2001-09-01,1098300
2001-10-01,1083000
2001-11-01,1068000
2001-12-01,1060900
2002-01-01,1063000
2002-02-01,1065900
2002-03-01,1069800
2002-04-01,1074500
2002-05-01,1079700
2002-06-01,1088200
2002-07-01,1102500
2002-08-01,1115900
2002-09-01,1123600
2002-10-01,1124600
2002-11-01,1121300
2002-12-01,1119500
2003-01-01,1119400
2003-02-01,1115800
2003-03-01,1113400
2003-04-01,1115000
2003-05-01,1112900
2003-06-01,1105800
2003-07-01,1105500
2003-08-01,1110600
2003-09-01,1120200
2003-10-01,1133700
2003-11-01,1150000
2003-12-01,1164000
2004-01-01,1182100
2004-02-01,1203400
2004-03-01,1219100
2004-04-01,1235800
2004-05-01,1258500
2004-06-01,1282700
2004-07-01,1298100
2004-08-01,1307800
2004-09-01,1318800
2004-10-01,1335900
2004-11-01,1353200
2004-12-01,1371900
2005-01-01,1391800
2005-02-01,1410700
2005-03-01,1428900
2005-04-01,1449000
2005-05-01,1470400
2005-06-01,1487500
2005-07-01,1497600
2005-08-01,1513900
2005-09-01,1537900
2005-10-01,1558700
2005-11-01,1572200
2005-12-01,1580300
2006-01-01,1580300
2006-02-01,1577700
2006-03-01,1581200
2006-04-01,1580100
2006-05-01,1569100
2006-06-01,1555000
2006-07-01,1543200
2006-08-01,1535800
2006-09-01,1532500
2006-10-01,1532700
2006-11-01,1535100
2006-12-01,1532700
2007-01-01,1525400
2007-02-01,1525900
2007-03-01,1528400
2007-04-01,1527100
2007-05-01,1531300
2007-06-01,1543500
2007-07-01,1560500
2007-08-01,1573900
2007-09-01,1577800
2007-10-01,1576400
2007-11-01,1576500
2007-12-01,1566300
2008-01-01,1554300
2008-02-01,1547400
2008-03-01,1547200
2008-04-01,1557900
2008-05-01,1571300
2008-06-01,1574500
2008-07-01,1568100
2008-08-01,1557700
2008-09-01,1546900
2008-10-01,1538400
2008-11-01,1524800
2008-12-01,1516000
2009-01-01,1517200
2009-02-01,1515200
2009-03-01,1506600
2009-04-01,1500400
2009-05-01,1499900
2009-06-01,1503900
2009-07-01,1509500
2009-08-01,1509600
2009-09-01,1504100
2009-10-01,1498400
2009-11-01,1495900
2009-12-01,1509200
2010-01-01,1516900
2010-02-01,1503200
2010-03-01,1480700
2010-04-01,1457300
2010-05-01,1431900
2010-06-01,1415800
2010-07-01,1413900
2010-08-01,1423400
2010-09-01,1431700
2010-10-01,1427800
2010-11-01,1426400
2010-12-01,1435800
2011-01-01,1452100
2011-02-01,1471600
2011-03-01,1478400
2011-04-01,1471200
2011-05-01,1464800
2011-06-01,1462900
2011-07-01,1460500
2011-08-01,1459200
2011-09-01,1468000
2011-10-01,1487000
2011-11-01,1505500
2011-12-01,1519500
2012-01-01,1523600
2012-02-01,1514300
2012-03-01,1513200
2012-04-01,1540800
2012-05-01,1574400
2012-06-01,1607000
2012-07-01,1636700
2012-08-01,1659200
2012-09-01,1676400
2012-10-01,1705100
2012-11-01,1734600
2012-12-01,1745100
2013-01-01,1753800
2013-02-01,1789100
2013-03-01,1841600
2013-04-01,1875800
2013-05-01,1898100
2013-06-01,1916600
2013-07-01,1927400
2013-08-01,1925700
2013-09-01,1923200
2013-10-01,1925200
2013-11-01,1940200
2013-12-01,1954900
2014-01-01,1965400
2014-02-01,1972800
2014-03-01,1984700
2014-04-01,2004700
2014-05-01,2028500
2014-06-01,2039800
2014-07-01,2047900
2014-08-01,2065800
2014-09-01,2091800
2014-10-01,2119500
2014-11-01,2138400
2014-12-01,2145500
2015-01-01,2156400
2015-02-01,2206700
2015-03-01,2277500
2015-04-01,2328600
2015-05-01,2367900
2015-06-01,2411100
2015-07-01,2442100
2015-08-01,2458500
2015-09-01,2462800
2015-10-01,2456400
2015-11-01,2454700
2015-12-01,2465500
2016-01-01,2487400
2016-02-01,2501500
2016-03-01,2498500
2016-04-01,2489600
2016-05-01,2469100
2016-06-01,2430600
2016-07-01,2394500
2016-08-01,2385900
2016-09-01,2403100
2016-10-01,2424000
