"Date","Value"
1996-04-01,95900
1996-05-01,96700
1996-06-01,97600
1996-07-01,98400
1996-08-01,98700
1996-09-01,99000
1996-10-01,99400
1996-11-01,100000
1996-12-01,100600
1997-01-01,101500
1997-02-01,102500
1997-03-01,102700
1997-04-01,102800
1997-05-01,103200
1997-06-01,103700
1997-07-01,104700
1997-08-01,105600
1997-09-01,106400
1997-10-01,107300
1997-11-01,108400
1997-12-01,109700
1998-01-01,111500
1998-02-01,112800
1998-03-01,113000
1998-04-01,112500
1998-05-01,111800
1998-06-01,111000
1998-07-01,110600
1998-08-01,110500
1998-09-01,109900
1998-10-01,109500
1998-11-01,109300
1998-12-01,109100
1999-01-01,109500
1999-02-01,110700
1999-03-01,111900
1999-04-01,113200
1999-05-01,115400
1999-06-01,118100
1999-07-01,120800
1999-08-01,123000
1999-09-01,125200
1999-10-01,126900
1999-11-01,128000
1999-12-01,128800
2000-01-01,130200
2000-02-01,132000
2000-03-01,134300
2000-04-01,137200
2000-05-01,140500
2000-06-01,143600
2000-07-01,146400
2000-08-01,149900
2000-09-01,153700
2000-10-01,156800
2000-11-01,159600
2000-12-01,162900
2001-01-01,166000
2001-02-01,168700
2001-03-01,171700
2001-04-01,174400
2001-05-01,176700
2001-06-01,178400
2001-07-01,179800
2001-08-01,181700
2001-09-01,184600
2001-10-01,188600
2001-11-01,192800
2001-12-01,196600
2002-01-01,200000
2002-02-01,203900
2002-03-01,207600
2002-04-01,211500
2002-05-01,216300
2002-06-01,221000
2002-07-01,224800
2002-08-01,228000
2002-09-01,231600
2002-10-01,236200
2002-11-01,241200
2002-12-01,245200
2003-01-01,248500
2003-02-01,251600
2003-03-01,254500
2003-04-01,257300
2003-05-01,259600
2003-06-01,261900
2003-07-01,264900
2003-08-01,268200
2003-09-01,271100
2003-10-01,273600
2003-11-01,275800
2003-12-01,278500
2004-01-01,282100
2004-02-01,286500
2004-03-01,291400
2004-04-01,295900
2004-05-01,299700
2004-06-01,303900
2004-07-01,309500
2004-08-01,315300
2004-09-01,320500
2004-10-01,324800
2004-11-01,330100
2004-12-01,337100
2005-01-01,344500
2005-02-01,350900
2005-03-01,357900
2005-04-01,365700
2005-05-01,373300
2005-06-01,380400
2005-07-01,388100
2005-08-01,395500
2005-09-01,401400
2005-10-01,405800
2005-11-01,410300
2005-12-01,413100
2006-01-01,415100
2006-02-01,417800
2006-03-01,421000
2006-04-01,423100
2006-05-01,425300
2006-06-01,428200
2006-07-01,432700
2006-08-01,437000
2006-09-01,439100
2006-10-01,440500
2006-11-01,443200
2006-12-01,441900
2007-01-01,437700
2007-02-01,436500
2007-03-01,437200
2007-04-01,435600
2007-05-01,433600
2007-06-01,430900
2007-07-01,425800
2007-08-01,420100
2007-09-01,415300
2007-10-01,412300
2007-11-01,409300
2007-12-01,401100
2008-01-01,385700
2008-02-01,369600
2008-03-01,356100
2008-04-01,343200
2008-05-01,330300
2008-06-01,317400
2008-07-01,303400
2008-08-01,289200
2008-09-01,276200
2008-10-01,265400
2008-11-01,253800
2008-12-01,242000
2009-01-01,234000
2009-02-01,228900
2009-03-01,222200
2009-04-01,214500
2009-05-01,207800
2009-06-01,202000
2009-07-01,196700
2009-08-01,192400
2009-09-01,189100
2009-10-01,184800
2009-11-01,178000
2009-12-01,180600
2010-01-01,190500
2010-02-01,194300
2010-03-01,189900
2010-04-01,187200
2010-05-01,184200
2010-06-01,181300
2010-07-01,177800
2010-08-01,174100
2010-09-01,171600
2010-10-01,170400
2010-11-01,170300
2010-12-01,168400
2011-01-01,165100
2011-02-01,162700
2011-03-01,161400
2011-04-01,160300
2011-05-01,159600
2011-06-01,158100
2011-07-01,157100
2011-08-01,157400
2011-09-01,157400
2011-10-01,156800
2011-11-01,157200
2011-12-01,157200
2012-01-01,155500
2012-02-01,153400
2012-03-01,153100
2012-04-01,153300
2012-05-01,153500
2012-06-01,154500
2012-07-01,156900
2012-08-01,160000
2012-09-01,163300
2012-10-01,165700
2012-11-01,167600
2012-12-01,168200
2013-01-01,168100
2013-02-01,169700
2013-03-01,175300
2013-04-01,182100
2013-05-01,188000
2013-06-01,193500
2013-07-01,198600
2013-08-01,201500
2013-09-01,202100
2013-10-01,203100
2013-11-01,205600
2013-12-01,208000
2014-01-01,210000
2014-02-01,213000
2014-03-01,216600
2014-04-01,219900
2014-05-01,223900
2014-06-01,228600
2014-07-01,233200
2014-08-01,237600
2014-09-01,241300
2014-10-01,244800
2014-11-01,249000
2014-12-01,252100
2015-01-01,254500
2015-02-01,259800
2015-03-01,267000
2015-04-01,272800
2015-05-01,278200
2015-06-01,284100
2015-07-01,288800
2015-08-01,292100
2015-09-01,296200
2015-10-01,301800
2015-11-01,308000
2015-12-01,311400
2016-01-01,312600
2016-02-01,313900
2016-03-01,316400
2016-04-01,319800
2016-05-01,325300
2016-06-01,331500
2016-07-01,338300
2016-08-01,346500
2016-09-01,353300
2016-10-01,357800
