"Date","Value"
2016-06-30,474900
2016-05-31,472600
2016-04-30,471600
2016-03-31,470200
2016-02-29,466800
2016-01-31,464700
2015-12-31,462200
2015-11-30,459900
2015-10-31,456600
2015-09-30,454700
2015-08-31,455900
2015-07-31,453200
2015-06-30,450700
2015-05-31,448800
2015-04-30,447900
2015-03-31,447400
2015-02-28,447000
2015-01-31,444200
2014-12-31,442700
2014-11-30,440300
2014-10-31,437800
2014-09-30,435700
2014-08-31,433700
2014-07-31,431700
2014-06-30,429700
2014-05-31,427000
2014-04-30,422900
2014-03-31,419000
2014-02-28,416600
2014-01-31,415000
2013-12-31,412300
2013-11-30,408400
2013-10-31,403600
2013-09-30,398200
2013-08-31,392500
2013-07-31,385800
2013-06-30,378500
2013-05-31,371200
2013-04-30,364300
2013-03-31,357500
2013-02-28,351500
2013-01-31,346500
2012-12-31,342100
2012-11-30,338200
2012-10-31,334600
2012-09-30,331300
2012-08-31,328400
2012-07-31,325700
2012-06-30,323000
2012-05-31,320600
2012-04-30,318800
2012-03-31,317700
2012-02-29,316600
2012-01-31,316000
2011-12-31,315900
2011-11-30,315900
2011-10-31,316300
2011-09-30,317300
2011-08-31,318500
2011-07-31,319900
2011-06-30,321800
2011-05-31,324300
2011-04-30,327200
2011-03-31,329700
2011-02-28,332000
2011-01-31,334500
2010-12-31,336600
2010-11-30,338200
2010-10-31,339700
2010-09-30,341200
2010-08-31,342500
2010-07-31,344000
2010-06-30,345300
2010-05-31,345800
2010-04-30,345600
2010-03-31,345200
2010-02-28,345100
2010-01-31,345100
2009-12-31,344800
2009-11-30,344200
2009-10-31,343800
2009-09-30,343900
2009-08-31,344700
2009-07-31,346000
2009-06-30,348300
2009-05-31,351400
2009-04-30,355200
2009-03-31,359100
2009-02-28,363000
2009-01-31,365800
2008-12-31,369200
2008-11-30,375500
2008-10-31,384100
2008-09-30,392600
2008-08-31,401600
2008-07-31,411300
2008-06-30,421300
2008-05-31,431500
2008-04-30,442200
2008-03-31,453400
2008-02-29,464300
2008-01-31,474300
2007-12-31,483200
2007-11-30,490900
2007-10-31,497400
2007-09-30,503300
2007-08-31,508900
2007-07-31,514300
2007-06-30,519700
2007-05-31,524400
2007-04-30,528100
2007-03-31,531000
2007-02-28,533200
2007-01-31,535400
2006-12-31,538200
2006-11-30,541200
2006-10-31,543800
2006-09-30,546600
2006-08-31,549200
2006-07-31,551300
2006-06-30,552500
2006-05-31,552800
2006-04-30,552500
2006-03-31,551800
2006-02-28,550500
2006-01-31,549000
2005-12-31,546500
2005-11-30,542600
2005-10-31,537200
2005-09-30,531600
2005-08-31,525400
2005-07-31,518600
2005-06-30,511600
2005-05-31,504900
2005-04-30,498300
2005-03-31,491600
2005-02-28,485300
2005-01-31,479200
2004-12-31,473600
2004-11-30,467700
2004-10-31,460900
2004-09-30,453500
2004-08-31,445700
2004-07-31,436500
2004-06-30,426400
2004-05-31,416200
2004-04-30,406300
2004-03-31,397100
2004-02-29,389000
2004-01-31,381800
2003-12-31,374900
2003-11-30,368100
2003-10-31,361900
2003-09-30,356100
2003-08-31,350500
2003-07-31,345400
2003-06-30,341100
2003-05-31,337100
2003-04-30,332900
2003-03-31,328500
2003-02-28,323800
2003-01-31,319100
2002-12-31,314800
2002-11-30,310300
2002-10-31,305400
2002-09-30,300500
2002-08-31,295600
2002-07-31,290900
2002-06-30,286300
2002-05-31,282500
2002-04-30,279100
2002-03-31,275800
2002-02-28,272500
2002-01-31,269500
2001-12-31,266600
2001-11-30,263900
2001-10-31,261600
2001-09-30,259400
2001-08-31,257000
2001-07-31,254700
2001-06-30,252600
2001-05-31,250700
2001-04-30,248600
2001-03-31,246000
2001-02-28,243200
2001-01-31,240300
2000-12-31,237500
2000-11-30,235100
2000-10-31,232700
2000-09-30,230400
2000-08-31,228000
2000-07-31,225500
2000-06-30,222800
2000-05-31,220500
2000-04-30,218000
2000-03-31,215300
2000-02-29,212300
2000-01-31,209200
1999-12-31,206400
1999-11-30,204100
1999-10-31,202100
1999-09-30,2e+05
1999-08-31,198200
1999-07-31,196600
1999-06-30,194700
1999-05-31,193100
1999-04-30,191600
1999-03-31,189900
1999-02-28,188500
1999-01-31,187300
1998-12-31,185800
1998-11-30,184500
1998-10-31,183100
1998-09-30,181700
1998-08-31,180400
1998-07-31,179200
1998-06-30,178300
1998-05-31,175400
1998-04-30,173100
1998-03-31,173200
1998-02-28,173500
1998-01-31,171400
1997-12-31,169800
1997-11-30,168600
1997-10-31,167500
1997-09-30,166700
1997-08-31,166100
1997-07-31,165700
1997-06-30,165300
1997-05-31,165200
1997-04-30,165100
1997-03-31,164800
1997-02-28,164100
1997-01-31,163500
1996-12-31,162800
1996-11-30,162400
1996-10-31,162300
1996-09-30,162400
1996-08-31,162400
1996-07-31,162400
1996-06-30,162700
1996-05-31,163200
1996-04-30,163400
