"Date","Value"
1996-04-01,202900
1996-05-01,204100
1996-06-01,208000
1996-07-01,211900
1996-08-01,212900
1996-09-01,213200
1996-10-01,214500
1996-11-01,216400
1996-12-01,217700
1997-01-01,219000
1997-02-01,221200
1997-03-01,225100
1997-04-01,229200
1997-05-01,232200
1997-06-01,235000
1997-07-01,238400
1997-08-01,242200
1997-09-01,246100
1997-10-01,250000
1997-11-01,254600
1997-12-01,259700
1998-01-01,263300
1998-02-01,265700
1998-03-01,267300
1998-04-01,267700
1998-05-01,268100
1998-06-01,270100
1998-07-01,273100
1998-08-01,276100
1998-09-01,279800
1998-10-01,283300
1998-11-01,287000
1998-12-01,291700
1999-01-01,295600
1999-02-01,297400
1999-03-01,298400
1999-04-01,300300
1999-05-01,304500
1999-06-01,308900
1999-07-01,313500
1999-08-01,318500
1999-09-01,325200
1999-10-01,332900
1999-11-01,340000
1999-12-01,345100
2000-01-01,350800
2000-02-01,360200
2000-03-01,372800
2000-04-01,387100
2000-05-01,400400
2000-06-01,413200
2000-07-01,423200
2000-08-01,432400
2000-09-01,442400
2000-10-01,454000
2000-11-01,462700
2000-12-01,469200
2001-01-01,475400
2001-02-01,479600
2001-03-01,478900
2001-04-01,474700
2001-05-01,468700
2001-06-01,461800
2001-07-01,458400
2001-08-01,458000
2001-09-01,454500
2001-10-01,445800
2001-11-01,436300
2001-12-01,429900
2002-01-01,427400
2002-02-01,428100
2002-03-01,431600
2002-04-01,437600
2002-05-01,444100
2002-06-01,447900
2002-07-01,447900
2002-08-01,446200
2002-09-01,444000
2002-10-01,442200
2002-11-01,441100
2002-12-01,439400
2003-01-01,435000
2003-02-01,430100
2003-03-01,427500
2003-04-01,426600
2003-05-01,423800
2003-06-01,419800
2003-07-01,417100
2003-08-01,418100
2003-09-01,422200
2003-10-01,427300
2003-11-01,432700
2003-12-01,440000
2004-01-01,449300
2004-02-01,458000
2004-03-01,463100
2004-04-01,465300
2004-05-01,468800
2004-06-01,475000
2004-07-01,482100
2004-08-01,487500
2004-09-01,491200
2004-10-01,496300
2004-11-01,503900
2004-12-01,511900
2005-01-01,518800
2005-02-01,526900
2005-03-01,538100
2005-04-01,551800
2005-05-01,565400
2005-06-01,576800
2005-07-01,586300
2005-08-01,594500
2005-09-01,600500
2005-10-01,603500
2005-11-01,605000
2005-12-01,606300
2006-01-01,606700
2006-02-01,604900
2006-03-01,602000
2006-04-01,597100
2006-05-01,590600
2006-06-01,587800
2006-07-01,589600
2006-08-01,590700
2006-09-01,591300
2006-10-01,594200
2006-11-01,597500
2006-12-01,600200
2007-01-01,603400
2007-02-01,605300
2007-03-01,605700
2007-04-01,607900
2007-05-01,612200
2007-06-01,614600
2007-07-01,613400
2007-08-01,611800
2007-09-01,610900
2007-10-01,609100
2007-11-01,606600
2007-12-01,604700
2008-01-01,600500
2008-02-01,596500
2008-03-01,594800
2008-04-01,594400
2008-05-01,591600
2008-06-01,586800
2008-07-01,579900
2008-08-01,573700
2008-09-01,569200
2008-10-01,564500
2008-11-01,558900
2008-12-01,553500
2009-01-01,547300
2009-02-01,538700
2009-03-01,529100
2009-04-01,520600
2009-05-01,516100
2009-06-01,514100
2009-07-01,514500
2009-08-01,518000
2009-09-01,522800
2009-10-01,525300
2009-11-01,526600
2009-12-01,528400
2010-01-01,536600
2010-02-01,549700
2010-03-01,557300
2010-04-01,554600
2010-05-01,548200
2010-06-01,542700
2010-07-01,537500
2010-08-01,529900
2010-09-01,521600
2010-10-01,517100
2010-11-01,515700
2010-12-01,512000
2011-01-01,506000
2011-02-01,500800
2011-03-01,498200
2011-04-01,498100
2011-05-01,500500
2011-06-01,504300
2011-07-01,507900
2011-08-01,509400
2011-09-01,509100
2011-10-01,510200
2011-11-01,513900
2011-12-01,516200
2012-01-01,517300
2012-02-01,520800
2012-03-01,527300
2012-04-01,533600
2012-05-01,538700
2012-06-01,544700
2012-07-01,554700
2012-08-01,567200
2012-09-01,579200
2012-10-01,591900
2012-11-01,604600
2012-12-01,616800
2013-01-01,626000
2013-02-01,633900
2013-03-01,642600
2013-04-01,654000
2013-05-01,667000
2013-06-01,678600
2013-07-01,687000
2013-08-01,693700
2013-09-01,699100
2013-10-01,702200
2013-11-01,705200
2013-12-01,710500
2014-01-01,718600
2014-02-01,728200
2014-03-01,737000
2014-04-01,745500
2014-05-01,754200
2014-06-01,766200
2014-07-01,779300
2014-08-01,791100
2014-09-01,802800
2014-10-01,814000
2014-11-01,822000
2014-12-01,831300
2015-01-01,841400
2015-02-01,846000
2015-03-01,857500
2015-04-01,883400
2015-05-01,910200
2015-06-01,926500
2015-07-01,940100
2015-08-01,954700
2015-09-01,967400
2015-10-01,978900
2015-11-01,990200
2015-12-01,1001200
2016-01-01,1007900
2016-02-01,1015600
2016-03-01,1022900
2016-04-01,1027900
2016-05-01,1029100
2016-06-01,1027600
2016-07-01,1020900
2016-08-01,1018800
2016-09-01,1027100
2016-10-01,1036800
