"Date","Value"
1996-04-01,343100
1996-05-01,344700
1996-06-01,344200
1996-07-01,344200
1996-08-01,346100
1996-09-01,348900
1996-10-01,350900
1996-11-01,352100
1996-12-01,353600
1997-01-01,356300
1997-02-01,359100
1997-03-01,360200
1997-04-01,360600
1997-05-01,362700
1997-06-01,368100
1997-07-01,373200
1997-08-01,375200
1997-09-01,376200
1997-10-01,378200
1997-11-01,383200
1997-12-01,390100
1998-01-01,395900
1998-02-01,399400
1998-03-01,401800
1998-04-01,408900
1998-05-01,NA
1998-06-01,NA
1998-07-01,419100
1998-08-01,426300
1998-09-01,430900
1998-10-01,435400
1998-11-01,436900
1998-12-01,438400
1999-01-01,442400
1999-02-01,447100
1999-03-01,452600
1999-04-01,457600
1999-05-01,462200
1999-06-01,465200
1999-07-01,468200
1999-08-01,473100
1999-09-01,478000
1999-10-01,485300
1999-11-01,497000
1999-12-01,509200
2000-01-01,516800
2000-02-01,525200
2000-03-01,537300
2000-04-01,547700
2000-05-01,554300
2000-06-01,562100
2000-07-01,573100
2000-08-01,582200
2000-09-01,587800
2000-10-01,592600
2000-11-01,601400
2000-12-01,613200
2001-01-01,624000
2001-02-01,631800
2001-03-01,637800
2001-04-01,643800
2001-05-01,649700
2001-06-01,654700
2001-07-01,655000
2001-08-01,651700
2001-09-01,650600
2001-10-01,652700
2001-11-01,653600
2001-12-01,653400
2002-01-01,654100
2002-02-01,652700
2002-03-01,648800
2002-04-01,647900
2002-05-01,650100
2002-06-01,649100
2002-07-01,648800
2002-08-01,652500
2002-09-01,659700
2002-10-01,665600
2002-11-01,667800
2002-12-01,665700
2003-01-01,664900
2003-02-01,666900
2003-03-01,671000
2003-04-01,673500
2003-05-01,675300
2003-06-01,679800
2003-07-01,687000
2003-08-01,695300
2003-09-01,703900
2003-10-01,712400
2003-11-01,720700
2003-12-01,728700
2004-01-01,735500
2004-02-01,741500
2004-03-01,752300
2004-04-01,768700
2004-05-01,785500
2004-06-01,799400
2004-07-01,811000
2004-08-01,819300
2004-09-01,826000
2004-10-01,833200
2004-11-01,840700
2004-12-01,848800
2005-01-01,859700
2005-02-01,871200
2005-03-01,880800
2005-04-01,886600
2005-05-01,889100
2005-06-01,889700
2005-07-01,892100
2005-08-01,898000
2005-09-01,905600
2005-10-01,912500
2005-11-01,919900
2005-12-01,929500
2006-01-01,937600
2006-02-01,940000
2006-03-01,938400
2006-04-01,941500
2006-05-01,948600
2006-06-01,954300
2006-07-01,956100
2006-08-01,955100
2006-09-01,951100
2006-10-01,946500
2006-11-01,940400
2006-12-01,934400
2007-01-01,931700
2007-02-01,932300
2007-03-01,930600
2007-04-01,923400
2007-05-01,912600
2007-06-01,900800
2007-07-01,894400
2007-08-01,894200
2007-09-01,897200
2007-10-01,895900
2007-11-01,891500
2007-12-01,889200
2008-01-01,891900
2008-02-01,894500
2008-03-01,892900
2008-04-01,885400
2008-05-01,871100
2008-06-01,859900
2008-07-01,854900
2008-08-01,853000
2008-09-01,846200
2008-10-01,840300
2008-11-01,834600
2008-12-01,827400
2009-01-01,821200
2009-02-01,818500
2009-03-01,812400
2009-04-01,801600
2009-05-01,791000
2009-06-01,782600
2009-07-01,779200
2009-08-01,778600
2009-09-01,777400
2009-10-01,777500
2009-11-01,782700
2009-12-01,775500
2010-01-01,755400
2010-02-01,749000
2010-03-01,764400
2010-04-01,780700
2010-05-01,789200
2010-06-01,791900
2010-07-01,784600
2010-08-01,775800
2010-09-01,769500
2010-10-01,758900
2010-11-01,749900
2010-12-01,757300
2011-01-01,757000
2011-02-01,730500
2011-03-01,701000
2011-04-01,691200
2011-05-01,702300
2011-06-01,721300
2011-07-01,731000
2011-08-01,729000
2011-09-01,734000
2011-10-01,748200
2011-11-01,756000
2011-12-01,754300
2012-01-01,759600
2012-02-01,772500
2012-03-01,780300
2012-04-01,781600
2012-05-01,782300
2012-06-01,781900
2012-07-01,775400
2012-08-01,764300
2012-09-01,755100
2012-10-01,750500
2012-11-01,753900
2012-12-01,769200
2013-01-01,790000
2013-02-01,806700
2013-03-01,819700
2013-04-01,837800
2013-05-01,862500
2013-06-01,889300
2013-07-01,920300
2013-08-01,947900
2013-09-01,957300
2013-10-01,947900
2013-11-01,935600
2013-12-01,926500
2014-01-01,917900
2014-02-01,909600
2014-03-01,902800
2014-04-01,896300
2014-05-01,889100
2014-06-01,888400
2014-07-01,897200
2014-08-01,910300
2014-09-01,923600
2014-10-01,943400
2014-11-01,961500
2014-12-01,962200
2015-01-01,965600
2015-02-01,986300
2015-03-01,1008600
2015-04-01,1017400
2015-05-01,1012800
2015-06-01,1003500
2015-07-01,1001300
2015-08-01,1004500
2015-09-01,1006000
2015-10-01,1015300
2015-11-01,1029300
2015-12-01,1045400
2016-01-01,1064500
2016-02-01,1079800
2016-03-01,1091400
2016-04-01,1105300
2016-05-01,1116800
2016-06-01,1112400
2016-07-01,1104300
2016-08-01,1111100
2016-09-01,1134000
2016-10-01,1152300
