"Date","Value"
1996-04-01,291700
1996-05-01,288400
1996-06-01,286700
1996-07-01,288800
1996-08-01,292200
1996-09-01,295000
1996-10-01,296900
1996-11-01,298900
1996-12-01,300800
1997-01-01,302900
1997-02-01,305100
1997-03-01,306300
1997-04-01,307900
1997-05-01,311300
1997-06-01,316500
1997-07-01,320900
1997-08-01,323000
1997-09-01,323400
1997-10-01,323800
1997-11-01,325200
1997-12-01,327800
1998-01-01,330400
1998-02-01,332200
1998-03-01,332600
1998-04-01,339100
1998-05-01,NA
1998-06-01,NA
1998-07-01,349700
1998-08-01,356300
1998-09-01,358200
1998-10-01,362100
1998-11-01,366300
1998-12-01,370500
1999-01-01,374900
1999-02-01,379200
1999-03-01,383200
1999-04-01,387100
1999-05-01,391700
1999-06-01,396300
1999-07-01,399800
1999-08-01,404100
1999-09-01,410200
1999-10-01,417900
1999-11-01,427700
1999-12-01,440000
2000-01-01,452800
2000-02-01,464600
2000-03-01,475200
2000-04-01,481700
2000-05-01,487800
2000-06-01,496100
2000-07-01,506100
2000-08-01,513600
2000-09-01,520500
2000-10-01,526500
2000-11-01,531900
2000-12-01,535200
2001-01-01,538400
2001-02-01,542000
2001-03-01,544800
2001-04-01,551100
2001-05-01,559500
2001-06-01,561300
2001-07-01,557100
2001-08-01,554600
2001-09-01,554300
2001-10-01,554100
2001-11-01,554700
2001-12-01,556200
2002-01-01,557900
2002-02-01,558400
2002-03-01,559400
2002-04-01,560600
2002-05-01,561500
2002-06-01,563400
2002-07-01,569600
2002-08-01,576900
2002-09-01,582300
2002-10-01,586400
2002-11-01,590700
2002-12-01,593100
2003-01-01,594800
2003-02-01,599100
2003-03-01,605800
2003-04-01,612700
2003-05-01,619100
2003-06-01,625300
2003-07-01,630600
2003-08-01,635600
2003-09-01,639800
2003-10-01,643800
2003-11-01,649300
2003-12-01,656500
2004-01-01,662600
2004-02-01,668100
2004-03-01,675000
2004-04-01,684500
2004-05-01,694800
2004-06-01,703300
2004-07-01,707500
2004-08-01,710100
2004-09-01,715400
2004-10-01,722200
2004-11-01,728200
2004-12-01,734000
2005-01-01,740400
2005-02-01,746700
2005-03-01,752500
2005-04-01,756700
2005-05-01,759300
2005-06-01,763600
2005-07-01,773000
2005-08-01,787100
2005-09-01,801200
2005-10-01,814600
2005-11-01,827200
2005-12-01,837900
2006-01-01,847200
2006-02-01,854400
2006-03-01,858200
2006-04-01,859800
2006-05-01,859700
2006-06-01,855600
2006-07-01,851100
2006-08-01,846800
2006-09-01,839300
2006-10-01,828200
2006-11-01,819700
2006-12-01,815400
2007-01-01,812800
2007-02-01,810200
2007-03-01,808700
2007-04-01,806100
2007-05-01,801000
2007-06-01,794500
2007-07-01,791300
2007-08-01,792600
2007-09-01,801500
2007-10-01,809300
2007-11-01,809100
2007-12-01,804200
2008-01-01,803200
2008-02-01,803100
2008-03-01,797700
2008-04-01,788900
2008-05-01,777500
2008-06-01,772400
2008-07-01,769000
2008-08-01,758800
2008-09-01,738700
2008-10-01,722700
2008-11-01,706900
2008-12-01,693300
2009-01-01,686900
2009-02-01,684900
2009-03-01,679700
2009-04-01,671400
2009-05-01,661900
2009-06-01,650700
2009-07-01,643600
2009-08-01,641300
2009-09-01,640000
2009-10-01,638500
2009-11-01,641400
2009-12-01,637400
2010-01-01,622900
2010-02-01,617100
2010-03-01,628400
2010-04-01,640200
2010-05-01,645200
2010-06-01,648600
2010-07-01,649400
2010-08-01,649500
2010-09-01,648100
2010-10-01,640500
2010-11-01,635100
2010-12-01,642100
2011-01-01,643300
2011-02-01,621600
2011-03-01,596100
2011-04-01,587400
2011-05-01,599400
2011-06-01,618700
2011-07-01,626600
2011-08-01,623300
2011-09-01,627900
2011-10-01,641400
2011-11-01,647700
2011-12-01,646300
2012-01-01,648400
2012-02-01,654300
2012-03-01,657700
2012-04-01,658500
2012-05-01,658200
2012-06-01,654300
2012-07-01,645800
2012-08-01,636400
2012-09-01,631800
2012-10-01,631500
2012-11-01,636500
2012-12-01,649200
2013-01-01,666100
2013-02-01,681700
2013-03-01,695900
2013-04-01,713900
2013-05-01,734000
2013-06-01,748500
2013-07-01,763700
2013-08-01,780400
2013-09-01,788400
2013-10-01,787100
2013-11-01,785400
2013-12-01,784800
2014-01-01,783700
2014-02-01,783500
2014-03-01,779900
2014-04-01,776200
2014-05-01,776000
2014-06-01,783400
2014-07-01,795500
2014-08-01,808700
2014-09-01,816500
2014-10-01,823400
2014-11-01,829800
2014-12-01,826200
2015-01-01,825700
2015-02-01,839800
2015-03-01,853000
2015-04-01,851900
2015-05-01,840500
2015-06-01,827400
2015-07-01,824100
2015-08-01,832300
2015-09-01,842500
2015-10-01,854100
2015-11-01,866400
2015-12-01,877100
2016-01-01,888100
2016-02-01,900700
2016-03-01,913400
2016-04-01,919400
2016-05-01,917200
2016-06-01,911400
2016-07-01,910900
2016-08-01,915900
2016-09-01,924000
2016-10-01,929900
