"Date","Value"
1996-04-01,248900
1996-05-01,245900
1996-06-01,245200
1996-07-01,245700
1996-08-01,245700
1996-09-01,247200
1996-10-01,250800
1996-11-01,253800
1996-12-01,255700
1997-01-01,258600
1997-02-01,263700
1997-03-01,270000
1997-04-01,274600
1997-05-01,278500
1997-06-01,282200
1997-07-01,286400
1997-08-01,291300
1997-09-01,295300
1997-10-01,297400
1997-11-01,298800
1997-12-01,299100
1998-01-01,299200
1998-02-01,299200
1998-03-01,298200
1998-04-01,297600
1998-05-01,300200
1998-06-01,305400
1998-07-01,310100
1998-08-01,312700
1998-09-01,315000
1998-10-01,318000
1998-11-01,320300
1998-12-01,323600
1999-01-01,329900
1999-02-01,334600
1999-03-01,333600
1999-04-01,332800
1999-05-01,337300
1999-06-01,343300
1999-07-01,348700
1999-08-01,355400
1999-09-01,361400
1999-10-01,367000
1999-11-01,374200
1999-12-01,380700
2000-01-01,387500
2000-02-01,397700
2000-03-01,409300
2000-04-01,423000
2000-05-01,438900
2000-06-01,450800
2000-07-01,459500
2000-08-01,467200
2000-09-01,481000
2000-10-01,499900
2000-11-01,515400
2000-12-01,524100
2001-01-01,533300
2001-02-01,535400
2001-03-01,530200
2001-04-01,519600
2001-05-01,508900
2001-06-01,500800
2001-07-01,492700
2001-08-01,485000
2001-09-01,478000
2001-10-01,471400
2001-11-01,464400
2001-12-01,459300
2002-01-01,455400
2002-02-01,457300
2002-03-01,461100
2002-04-01,468700
2002-05-01,477300
2002-06-01,487400
2002-07-01,495200
2002-08-01,498400
2002-09-01,494100
2002-10-01,490400
2002-11-01,490400
2002-12-01,488800
2003-01-01,485100
2003-02-01,480200
2003-03-01,477200
2003-04-01,475700
2003-05-01,473900
2003-06-01,469400
2003-07-01,466600
2003-08-01,466200
2003-09-01,468800
2003-10-01,471800
2003-11-01,474400
2003-12-01,480300
2004-01-01,490500
2004-02-01,497000
2004-03-01,501700
2004-04-01,508400
2004-05-01,516600
2004-06-01,522600
2004-07-01,529100
2004-08-01,537200
2004-09-01,545800
2004-10-01,550500
2004-11-01,554900
2004-12-01,562300
2005-01-01,568700
2005-02-01,575900
2005-03-01,585800
2005-04-01,595300
2005-05-01,602500
2005-06-01,609700
2005-07-01,618300
2005-08-01,628300
2005-09-01,637300
2005-10-01,644300
2005-11-01,650400
2005-12-01,654800
2006-01-01,657100
2006-02-01,658300
2006-03-01,658500
2006-04-01,654300
2006-05-01,646600
2006-06-01,640400
2006-07-01,638800
2006-08-01,640000
2006-09-01,640900
2006-10-01,640300
2006-11-01,640300
2006-12-01,643200
2007-01-01,649500
2007-02-01,656200
2007-03-01,661600
2007-04-01,666400
2007-05-01,670200
2007-06-01,671900
2007-07-01,672900
2007-08-01,672400
2007-09-01,670800
2007-10-01,670400
2007-11-01,672200
2007-12-01,671600
2008-01-01,667500
2008-02-01,664600
2008-03-01,662300
2008-04-01,657700
2008-05-01,651900
2008-06-01,647800
2008-07-01,643200
2008-08-01,638500
2008-09-01,634400
2008-10-01,631900
2008-11-01,629600
2008-12-01,625600
2009-01-01,619700
2009-02-01,612900
2009-03-01,605700
2009-04-01,601000
2009-05-01,600400
2009-06-01,599800
2009-07-01,599100
2009-08-01,600300
2009-09-01,601700
2009-10-01,601600
2009-11-01,600600
2009-12-01,600500
2010-01-01,602500
2010-02-01,603900
2010-03-01,602400
2010-04-01,599600
2010-05-01,597400
2010-06-01,597900
2010-07-01,598400
2010-08-01,598100
2010-09-01,598500
2010-10-01,600900
2010-11-01,602000
2010-12-01,600500
2011-01-01,596400
2011-02-01,592700
2011-03-01,591900
2011-04-01,593900
2011-05-01,597900
2011-06-01,602500
2011-07-01,604000
2011-08-01,600700
2011-09-01,595500
2011-10-01,591600
2011-11-01,587700
2011-12-01,583400
2012-01-01,581800
2012-02-01,584300
2012-03-01,587500
2012-04-01,590500
2012-05-01,595700
2012-06-01,603100
2012-07-01,612300
2012-08-01,621300
2012-09-01,630900
2012-10-01,642000
2012-11-01,653100
2012-12-01,664600
2013-01-01,675600
2013-02-01,686800
2013-03-01,700600
2013-04-01,716400
2013-05-01,733200
2013-06-01,748200
2013-07-01,759100
2013-08-01,768300
2013-09-01,776900
2013-10-01,780800
2013-11-01,784200
2013-12-01,792600
2014-01-01,802500
2014-02-01,811700
2014-03-01,824000
2014-04-01,834700
2014-05-01,838800
2014-06-01,842800
2014-07-01,850200
2014-08-01,859600
2014-09-01,870200
2014-10-01,881600
2014-11-01,894300
2014-12-01,908500
2015-01-01,922100
2015-02-01,934300
2015-03-01,945400
2015-04-01,959400
2015-05-01,971600
2015-06-01,977700
2015-07-01,981100
2015-08-01,988000
2015-09-01,994200
2015-10-01,999600
2015-11-01,1006300
2015-12-01,1013800
2016-01-01,1024500
2016-02-01,1036600
2016-03-01,1045200
2016-04-01,1048300
2016-05-01,1046200
2016-06-01,1039200
2016-07-01,1032600
2016-08-01,1029600
2016-09-01,1031400
2016-10-01,1034700
