"Date","Value"
1996-04-01,183600
1996-05-01,180800
1996-06-01,180400
1996-07-01,181100
1996-08-01,181200
1996-09-01,181500
1996-10-01,183200
1996-11-01,186400
1996-12-01,189800
1997-01-01,193500
1997-02-01,196300
1997-03-01,199500
1997-04-01,203100
1997-05-01,205800
1997-06-01,207200
1997-07-01,210000
1997-08-01,214800
1997-09-01,221100
1997-10-01,226500
1997-11-01,232700
1997-12-01,238500
1998-01-01,241300
1998-02-01,242600
1998-03-01,244900
1998-04-01,246600
1998-05-01,248500
1998-06-01,251500
1998-07-01,254600
1998-08-01,256300
1998-09-01,258100
1998-10-01,260900
1998-11-01,259500
1998-12-01,256800
1999-01-01,256700
1999-02-01,257100
1999-03-01,256800
1999-04-01,258800
1999-05-01,260100
1999-06-01,261600
1999-07-01,264900
1999-08-01,270200
1999-09-01,276500
1999-10-01,282800
1999-11-01,289200
1999-12-01,296100
2000-01-01,304700
2000-02-01,317100
2000-03-01,332600
2000-04-01,350200
2000-05-01,368700
2000-06-01,385700
2000-07-01,397300
2000-08-01,404800
2000-09-01,407200
2000-10-01,407800
2000-11-01,412800
2000-12-01,424700
2001-01-01,436200
2001-02-01,443000
2001-03-01,443800
2001-04-01,439500
2001-05-01,432600
2001-06-01,425200
2001-07-01,421300
2001-08-01,426300
2001-09-01,433500
2001-10-01,430900
2001-11-01,420700
2001-12-01,408600
2002-01-01,398700
2002-02-01,392800
2002-03-01,393000
2002-04-01,397600
2002-05-01,402900
2002-06-01,406300
2002-07-01,407400
2002-08-01,404100
2002-09-01,399400
2002-10-01,398800
2002-11-01,398900
2002-12-01,397500
2003-01-01,395700
2003-02-01,394100
2003-03-01,389000
2003-04-01,383400
2003-05-01,380100
2003-06-01,379000
2003-07-01,378000
2003-08-01,377800
2003-09-01,379300
2003-10-01,383700
2003-11-01,390300
2003-12-01,397000
2004-01-01,402600
2004-02-01,406600
2004-03-01,412000
2004-04-01,418600
2004-05-01,426300
2004-06-01,432700
2004-07-01,438300
2004-08-01,441300
2004-09-01,443900
2004-10-01,445400
2004-11-01,448800
2004-12-01,454100
2005-01-01,460900
2005-02-01,467300
2005-03-01,473400
2005-04-01,479100
2005-05-01,484800
2005-06-01,491300
2005-07-01,499100
2005-08-01,506900
2005-09-01,512500
2005-10-01,518400
2005-11-01,524800
2005-12-01,529900
2006-01-01,533100
2006-02-01,533800
2006-03-01,531600
2006-04-01,528400
2006-05-01,524700
2006-06-01,522500
2006-07-01,522800
2006-08-01,522900
2006-09-01,522800
2006-10-01,524000
2006-11-01,526000
2006-12-01,528600
2007-01-01,532300
2007-02-01,538000
2007-03-01,543600
2007-04-01,546800
2007-05-01,546800
2007-06-01,547300
2007-07-01,548000
2007-08-01,546100
2007-09-01,542200
2007-10-01,539000
2007-11-01,537800
2007-12-01,536200
2008-01-01,534100
2008-02-01,533500
2008-03-01,535400
2008-04-01,536800
2008-05-01,537100
2008-06-01,533600
2008-07-01,523800
2008-08-01,515700
2008-09-01,514100
2008-10-01,512500
2008-11-01,506500
2008-12-01,500400
2009-01-01,494500
2009-02-01,487600
2009-03-01,481600
2009-04-01,477800
2009-05-01,476400
2009-06-01,476000
2009-07-01,476900
2009-08-01,478900
2009-09-01,479400
2009-10-01,479200
2009-11-01,480600
2009-12-01,484100
2010-01-01,488200
2010-02-01,491600
2010-03-01,493000
2010-04-01,491300
2010-05-01,486000
2010-06-01,481600
2010-07-01,479500
2010-08-01,477200
2010-09-01,476200
2010-10-01,479200
2010-11-01,481000
2010-12-01,476200
2011-01-01,470100
2011-02-01,466100
2011-03-01,459900
2011-04-01,453800
2011-05-01,450000
2011-06-01,447300
2011-07-01,445200
2011-08-01,446300
2011-09-01,448100
2011-10-01,449100
2011-11-01,448600
2011-12-01,447800
2012-01-01,448000
2012-02-01,450600
2012-03-01,453100
2012-04-01,455400
2012-05-01,459300
2012-06-01,464700
2012-07-01,475300
2012-08-01,491500
2012-09-01,504300
2012-10-01,511500
2012-11-01,520700
2012-12-01,529800
2013-01-01,533500
2013-02-01,534700
2013-03-01,545900
2013-04-01,563100
2013-05-01,585700
2013-06-01,607400
2013-07-01,621800
2013-08-01,625800
2013-09-01,630400
2013-10-01,632800
2013-11-01,636900
2013-12-01,644500
2014-01-01,652600
2014-02-01,661700
2014-03-01,672100
2014-04-01,682300
2014-05-01,690100
2014-06-01,697600
2014-07-01,705900
2014-08-01,715400
2014-09-01,728200
2014-10-01,743000
2014-11-01,756700
2014-12-01,770400
2015-01-01,783400
2015-02-01,793400
2015-03-01,804300
2015-04-01,816300
2015-05-01,827400
2015-06-01,844900
2015-07-01,863400
2015-08-01,869500
2015-09-01,866500
2015-10-01,867600
2015-11-01,870400
2015-12-01,878000
2016-01-01,895400
2016-02-01,908700
2016-03-01,910200
2016-04-01,913500
2016-05-01,916700
2016-06-01,912200
2016-07-01,905100
2016-08-01,901800
2016-09-01,901100
2016-10-01,901300
